The popup on hover provides the,,,,,,,,,"Molecular targets with a negative result are represented with a '-' in their cell, while positve results are represented with a '+'. Some data has quantitaive results that have been ranked into percentiles. The percentile shows the percent of samples found at the same level, or below, for that particular target. You can think of it as a ranking from 0 to 100, with lower rank is ""better"" (less virus). For example, a pathogen found to be postive and ranked at 'below 30th', would be a relatively low level at the lower third compared to other samples. Sampling targets are described below.",,,,,,,,,,,,,,,,
pathogen prevalance in %,,,,,,,,,,,,,,,,,,,,,,,,,
samples_n = number of virus samples,,,,,,,,,,,,,,,,,,,,,,,,,
sources_n = the number of different operation owners per sampling project represented,,,,,,,,,,,,,,,,,,,,,,,,,
months = the months the samples were collected,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Includes data with a collection date up to Dec 31, 2020",,,,,,,,,,,,,,,,,,,,,,,,,
sample_year,sample_month_number,sample_month,state_code,sampling_county,varroa_per_100_bees,million_spores_per_bee,abpv,abpv_percentile,cbpv,cbpv_percentile,dwv,dwv_percentile,dwv-b,dwv-b_percentile,iapv,iapv_percentile,kbv,kbv_percentile,lsv2,lsv2_percentile,sbpv,sbpv_percentile,mkv,mkv_percentile,pesticides
2011,10,October,ID,,0,0,,,,,+,,,,,,,,,,-,,,,
2011,10,October,ID,,1.3,0,,,,,+,,,,,,,,,,-,,,,"Bee Bread, Coumaphos (10.4), Thymol (3520.0)"
2011,10,October,ID,,2.4,0.15,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IL,,8.1,0,-,,-,,+,,,,+,,,,,,-,,,,
2011,10,October,IL,,12.9,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IL,,14.8,0,+,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IL,,11.4,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IL,,3.5,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IL,,2.5,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IL,,4.4,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IL,,12.7,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IL,,21.2,0.1,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IL,,11.1,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IN,,4.5,0.1,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, No Detections"
2011,10,October,IN,,0.8,0,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, No Detections"
2011,10,October,IN,,0.2,0.2,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IN,,12.7,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IN,,5.3,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IN,,2.9,0.35,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, No Detections"
2011,10,October,IN,,1.5,0,,,,,,,,,,,,,,,-,,,,
2011,10,October,IN,,6,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,IN,,8.1,0,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Fenpyroximate (14.2)"
2011,10,October,IN,,7,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,LA,,1.3,0.1,,,,,,,,,,,,,,,-,,,,
2011,10,October,LA,,7,0.15,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,LA,,2.9,0,,,,,,,,,,,,,,,-,,,,
2011,10,October,MD,,9.5,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MD,,9.6,1,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MD,,22.6,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MD,,15,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MD,,26.9,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MI,,16.9,0.5,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MI,,13.3,0,-,,-,,-,,,,-,,,,,,-,,,,
2011,10,October,MI,,12.7,0.1,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MI,,0,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MI,,1.7,0.5,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MI,,0.7,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MI,,0.6,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MI,,8,0.1,+,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MI,,0.9,0.15,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MI,,3.8,0.35,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MT,,15.9,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MT,,0.9,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,MT,,0.4,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,NH,,1.7,0,,,,,,,,,,,,,,,-,,,,
2011,10,October,NJ,,35.8,1.15,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,NJ,,8.1,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,NJ,,6.3,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,NJ,,0.8,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,NM,,5.1,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,NM,,4.9,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,NM,,3.8,0,,,,,,,,,,,,,,,-,,,,
2011,10,October,NM,,7,0.85,-,,-,,-,,,,-,,,,,,-,,,,
2011,10,October,NY,,0.2,0.05,-,,+,,+,,,,-,,,,,,-,,,,
2011,10,October,OH,,14.8,0,,,,,+,,,,,,,,,,-,,,,
2011,10,October,OH,,10.7,0,+,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,OH,,3,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,OH,,16.2,0,+,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,OH,,21.2,0.45,+,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,PA,,1.5,1.2,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,PA,,2.8,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,PA,,4.1,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,PA,,11.9,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,SD,,2.6,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,SD,,7.4,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,SD,,4.9,0,-,,-,,+,,,,+,,,,,,-,,,,
2011,10,October,SD,,0.1,0.1,-,,-,,-,,,,-,,,,,,-,,,,"Bee Bread, Chlorpyrifos (2.1), Cyhalothrin total (2.5), Fluvalinate (22.6)"
2011,10,October,SD,,0,0.05,-,,-,,-,,,,-,,,,,,-,,,,
2011,10,October,SD,,0,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,SD,,16.4,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,SD,,0.3,1.2,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,SD,,1.1,0.4,-,,-,,+,,,,+,,,,,,-,,,,
2011,10,October,SD,,12.8,0.45,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,SD,,0.3,0,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Carbendazim (MBC) (38.0), Chlorpyrifos (3.5), Coumaphos (765.0), Coumaphos oxon (6.2), Cyprodinil (19.3), Fenpyroximate (114.0), Fluvalinate (70.0), Pendimethalin (15.1), Thymol (64.0)"
2011,10,October,SD,,5.4,0.2,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Chlorpyrifos (2.0), Coumaphos (5.2), Cyhalothrin total (2.6), Thymol (4710.0)"
2011,10,October,TN,,6.5,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,TN,,13.6,0,,,,,+,,,,,,,,,,-,,,,
2011,10,October,TN,,5.5,0,,,,,,,,,,,,,,,-,,,,"Bee Bread, Coumaphos (49.1)"
2011,10,October,TN,,2.5,2.15,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Coumaphos (4.0)"
2011,10,October,TX,,3.2,0,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Fluvalinate (146.0), Thymol (401.0)"
2011,10,October,TX,,2.3,0,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Coumaphos (28.3), Fluvalinate (172.0), Thymol (319.0)"
2011,10,October,TX,,2.5,0,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Coumaphos (28.3), Fluvalinate (27.5), Thymol (78.2)"
2011,10,October,TX,,0.1,0,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Chlorpyrifos (1.1), Coumaphos (16.7), Fenpyroximate (28.9), Fluvalinate (91.2), Thymol (50.3)"
2011,10,October,TX,,4.5,1.85,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Chlorpyrifos (1.1), Coumaphos (2.0), Fenpyroximate (19.4), Fluvalinate (33.2), Thymol (55.0)"
2011,10,October,TX,,0,0.2,+,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,TX,,1.3,0.45,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,VA,,11.9,0.25,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,VA,,9.9,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,VA,,11.8,0.1,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,VA,,7.8,0.3,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,VA,,33.9,0.35,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,VA,,0.4,0.05,,,,,+,,,,,,,,,,-,,,,
2011,10,October,VA,,14.4,0.2,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,VA,,26.4,0,+,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,VA,,8,0,+,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,VA,,8.7,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,VA,,11.7,0,+,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,WI,,6.2,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,WI,,7.8,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,WI,,2.4,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,WI,,1.5,0.45,-,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,WI,,15.1,0,+,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,WI,,0.2,0,+,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,WI,,0.7,0,+,,-,,+,,,,-,,,,,,-,,,,
2011,10,October,WI,,2.5,0,+,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,CA,,0.2,1.35,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,AL,,15.5,0,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, No Detections"
2011,11,November,AL,,8.6,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,AL,,7.5,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,CA,,6.6,0.05,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Chlorpyrifos (1.1), Coumaphos (3.5), Fluvalinate (12.6), Thymol (755.0)"
2011,11,November,CA,,0.7,0.4,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Fenpyroximate (7.1), Fluvalinate (14.2)"
2011,11,November,CA,,0.1,0.1,-,,-,,-,,,,-,,,,,,-,,,,
2011,11,November,CA,,1.4,0.15,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, No Detections"
2011,11,November,CA,,3,0.1,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Coumaphos (10.4), Fenpyroximate (10.4), Fluvalinate (69.7), Thymol (65.7)"
2011,11,November,CA,,0.1,0.05,+,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Bifenthrin (5.0), Coumaphos (3.4), Fluvalinate (12.7)"
2011,11,November,CA,,4.8,2.3,+,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,CA,,3.3,0,,,,,+,,,,,,,,,,-,,,,
2011,11,November,CA,,7.7,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,CA,,8.7,1.5,+,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,GA,,0.2,0.05,-,,-,,-,,,,-,,,,,,-,,,,
2011,11,November,GA,,3.9,0.45,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,GA,,6.8,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,GA,,3.6,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,HI,,0,1.8,-,,-,,-,,,,-,,,,,,-,,,,
2011,11,November,HI,,0,0.05,-,,-,,-,,,,-,,,,,,-,,,,
2011,11,November,IN,,1.5,0,-,,-,,+,,,,+,,,,,,-,,,,
2011,11,November,IN,,1.3,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,LA,,5,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,LA,,14.9,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,LA,,8.3,0.5,,,,,,,,,,,,,,,,,,,
2011,11,November,MI,,1.4,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,MI,,30.4,0.15,+,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,MI,,18.9,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,NM,,13.5,0.15,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,NM,,17.3,0.45,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,SD,,10.7,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,SD,,0,0.1,-,,-,,-,,,,-,,,,,,-,,,,
2011,11,November,SD,,2.9,0.6,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,SD,,0.9,1.7,+,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,TX,,0.3,0,+,,-,,-,,,,-,,,,,,-,,,,
2011,11,November,TX,,0,0,,,,,,,,,,,,,,,-,,,,
2011,11,November,TX,,4.7,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,TX,,1.2,0.2,-,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,TX,,0.2,0,-,,-,,-,,,,-,,,,,,-,,,,
2011,11,November,VA,,4.7,0.1,+,,-,,-,,,,-,,,,,,-,,,,
2011,11,November,VA,,5.7,0.7,+,,-,,+,,,,-,,,,,,-,,,,
2011,11,November,VA,,12.4,0,-,,-,,+,,,,-,,,,,,-,,,,
2011,12,December,HI,,0,0.95,,,,,,,,,,,,,,,-,,,,
2011,12,December,HI,,0,1.45,-,,-,,-,,,,-,,,,,,-,,,,
2011,12,December,HI,,0,0,+,,-,,-,,,,-,,,,,,-,,,,
2011,12,December,HI,,10,0.95,,,,,+,,,,,,,,,,-,,,,
2011,12,December,HI,,0,0.1,,,,,,,,,,,,,,,-,,,,
2011,12,December,HI,,13.6,0,,,,,+,,,,,,,,,,-,,,,
2011,12,December,HI,,0,1.05,+,,-,,-,,,,-,,,,,,-,,,,
2011,12,December,HI,,0,0.4,+,,-,,+,,,,-,,,,,,-,,,,
2011,12,December,HI,,0,0.1,+,,-,,-,,,,-,,,,,,-,,,,
2011,12,December,HI,,0,1.2,-,,-,,-,,,,-,,,,,,-,,,,
2011,12,December,TX,,2.8,0,,,,,,,,,,,,,,,-,,,,
2011,12,December,TX,,0,0.15,+,,-,,-,,,,-,,,,,,-,,,,
2011,12,December,TX,,0,0,-,,-,,-,,,,-,,,,,,-,,,,
2011,12,December,TX,,0.1,0,-,,-,,-,,,,-,,,,,,-,,,,
2012,1,January,CA,,0,0,-,,-,,-,,,,-,,,,,,-,,,,
2012,1,January,CA,,0.3,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,1,January,CA,,0,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2012,1,January,CA,,0.1,2,-,,-,,-,,,,-,,,,,,-,,,,
2012,1,January,CA,,0,0,-,,-,,-,,,,-,,,,,,-,,,,
2012,1,January,CA,,0.7,1.2,-,,-,,-,,,,-,,,,,,-,,,,
2012,1,January,CA,,2.3,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,1,January,CA,,0.1,0.35,,,,,,,,,,,,,,,-,,,,
2012,1,January,CA,,0.3,0,,,,,,,,,,,,,,,-,,,,
2012,1,January,CA,,0,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,1,January,CA,,0.4,1.3,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Fluvalinate (33.7), Imidacloprid (5.2), Oxyfluorfen (1.7), Thymol (534.0)"
2012,1,January,CA,,3.7,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,1,January,CA,,0.2,0.1,-,,-,,-,,,,-,,,,,,-,,,,
2012,1,January,CA,,2.6,1.25,,,,,,,,,,,,,,,-,,,,
2012,1,January,CA,,0.3,0.1,-,,-,,-,,,,-,,,,,,-,,,,
2012,1,January,CA,,7.6,0.15,-,,-,,+,,,,-,,,,,,-,,,,
2012,1,January,CA,,0.7,0.25,,,,,,,,,,,,,,,-,,,,
2012,1,January,CA,,0,0.05,-,,-,,-,,,,-,,,,,,-,,,,
2012,1,January,CA,,0.1,0.2,+,,-,,+,,,,-,,,,,,-,,,,
2012,1,January,CA,,1,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,1,January,CA,,0,0,-,,-,,-,,,,-,,,,,,-,,,,
2012,1,January,CA,,1.3,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,1,January,CA,,0,0,,,,,,,,,,,,,,,-,,,,
2012,1,January,HI,,25.7,2.95,-,,-,,+,,,,-,,,,,,-,,,,
2012,1,January,HI,,14.8,0.3,+,,-,,+,,,,-,,,,,,-,,,,
2012,1,January,HI,,0,1.1,-,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,CA,,0,0.4,-,,-,,-,,,,-,,,,,,-,,,,
2012,2,February,CA,,0.1,0,-,,-,,-,,,,-,,,,,,-,,,,
2012,2,February,CA,,0.6,0,-,,-,,-,,,,-,,,,,,-,,,,
2012,2,February,CA,,1.9,0.25,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Bifenthrin (4.5), Imidacloprid (5.0)"
2012,2,February,CA,,0,0,,,,,,,,,,,,,,,-,,,,"Bee Bread, Chlorpyrifos (7.0), Esfenvalerate (7.3), Fluvalinate (33.5), Imidacloprid (3.6), Oxyfluorfen (4.4), Pendimethalin (21.8), Thymol (49.0)"
2012,2,February,CA,,0,0,-,,-,,-,,,,-,,,,,,-,,,,
2012,2,February,CA,,4.2,1.6,-,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,CA,,0,0,-,,-,,-,,,,-,,,,,,-,,,,
2012,2,February,CA,,0.1,0,+,,-,,-,,,,-,,,,,,-,,,,
2012,2,February,FL,,0.4,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,FL,,9.5,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,FL,,1.5,1.8,-,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,FL,,0.6,2.6,+,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,FL,,2,0,+,,+,,+,,,,-,,,,,,-,,,,
2012,2,February,FL,,5.5,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,FL,,3.6,2.05,+,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,FL,,6.3,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,FL,,8.6,0,+,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,FL,,13.7,0.6,+,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,FL,,3.6,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,HI,,2.7,1.15,-,,-,,-,,,,-,,,,,,-,,,,
2012,2,February,HI,,3.1,0.05,+,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,HI,,0,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,2,February,HI,,0,1.55,+,,-,,-,,,,-,,,,,,-,,,,
2012,2,February,TX,,0,0.45,,,,,,,,,,,,,,,-,,,,
2012,2,February,TX,,3.4,0.05,,,,,+,,,,,,,,,,-,,,,
2012,3,March,FL,,0.8,2.55,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Chlorpyrifos (19.5), Fenpropathrin (53.4)"
2012,3,March,FL,,2.9,0.9,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Chlorpyrifos (21.4), Diflubenzuron (84.3), Fenpropathrin (93.6), Fluvalinate (2.7), Imidacloprid (3.5), Thymol (681.0), Trifluralin (1.5)"
2012,3,March,FL,,0,1.6,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Chlorpyrifos (13.9), Cypermethrin (9.3), Dieldrin (12.4), Fenpropathrin (20.7), Fluvalinate (2.2), Imidacloprid (7.4)"
2012,3,March,FL,,13.7,1.15,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Azoxystrobin (13.1), Fenpropathrin (43.8), Fluvalinate (2.3), Imidacloprid (9.4), Thymol (147.0)"
2012,3,March,FL,,3.4,0.95,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,FL,,0.8,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,FL,,0.4,1.25,,,,,,,,,,,,,,,-,,,,
2012,3,March,FL,,1.2,0.3,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Aldicarb sulfone (14.0), Aldicarb sulfoxide (35.9), Chlorpyrifos (5.3), Fenpropathrin (25.4), Imidacloprid (16.4), Pendimethalin (5.1)"
2012,3,March,FL,,0.3,0,-,,-,,-,,,,-,,,,,,-,,,,
2012,3,March,HI,,0,1.3,,,,,,,,,,,,,,,-,,,,
2012,3,March,HI,,0,0,,,,,,,,,,,,,,,-,,,,
2012,3,March,HI,,11.7,1.45,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,HI,,0,1.95,-,,-,,-,,,,-,,,,,,-,,,,
2012,3,March,HI,,6.4,4.65,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,LA,,0,0.3,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,LA,,3.8,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,OH,,8.4,0.25,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,SC,,2.3,0.7,-,,-,,-,,,,-,,,,,,-,,,,
2012,3,March,SC,,4.7,0.25,-,,-,,+,,,,+,,,,,,-,,,,
2012,3,March,SC,,3.4,0.85,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,SC,,0.9,0.4,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,SC,,5.4,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,SC,,20.5,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,SC,,1.2,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,SC,,0.6,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,SC,,7.7,0.3,,,,,,,,,,,,,,,-,,,,
2012,3,March,SC,,19.5,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,TN,,2.3,0.05,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,TN,,2.7,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,TN,,2.3,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,TN,,5.5,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,TN,,3,0,+,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,TN,,3.8,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,TN,,2.9,0,-,,-,,-,,,,-,,,,,,-,,,,
2012,3,March,TN,,11.4,0,+,,-,,+,,,,-,,,,,,-,,,,
2012,3,March,TN,,1.6,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,FL,,4.4,0.05,-,,-,,-,,,,-,,,,,,-,,,,"Bee Bread, Coumaphos (19.8)"
2012,4,April,FL,,2.2,0.05,+,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Bifenthrin (3.6), Endosulfan I (10.9), Endosulfan II (6.8), Endosulfan sulfate (6.8), Imidacloprid (10.7)"
2012,4,April,FL,,2.7,0.5,+,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Chlorpyrifos (4.7), Endosulfan I (2.2), Endosulfan II (2.1), Endosulfan sulfate (1.6), Fenpropathrin (22.5), Pyraclostrobin (56.5)"
2012,4,April,FL,,0.9,0.75,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, Fluvalinate (2.2), Imidacloprid (216.0)"
2012,4,April,FL,,5.2,0,-,,-,,+,,,,-,,,,,,-,,,,"Bee Bread, No Detections"
2012,4,April,HI,,2.8,1.2,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,IA,,1,1.05,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,IA,,3.9,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,IA,,0,0.75,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,IA,,1.4,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,IA,,6.5,1.2,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,IA,,2.2,0,,,,,+,,,,,,,,,,-,,,,
2012,4,April,MT,,8.8,0,,,,,,,,,,,,,,,-,,,,
2012,4,April,MT,,0.1,0,,,,,,,,,,,,,,,-,,,,
2012,4,April,MT,,0.4,0.1,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,OH,,2.7,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,SC,,2.7,2.05,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,SC,,12.4,0.5,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,SC,,2.1,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,SC,,1.1,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,SC,,4.1,1.9,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,TN,,3.6,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,TN,,6,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,TN,,4.6,0.1,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,TX,,0,0.9,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,TX,,6.9,0.75,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,VA,,4.2,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,VA,,1.2,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,VA,,0.6,2,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,VA,,1.1,1,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,VA,,1.5,1.2,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,VA,,0.3,1.2,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,VA,,3.2,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,4,April,VA,,1.1,0,-,,-,,+,,,,-,,,,,,-,,,,
2012,5,May,IA,,0.6,0,-,,-,,-,,,,-,,,,,,-,,,,
2012,5,May,IA,,5.4,5.15,-,,-,,+,,,,-,,,,,,-,,,,
