year,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,nCLOTHIANIDIN,nIMIDACLOPRID,nTHIAMETHOXAM,nACETAMIPRID,nTHIACLOPRID,nAllNeonic,prevyear_nCLOTHIANIDIN,prevyear_nIMIDACLOPRID,prevyear_nTHIAMETHOXAM,prevyear_nACETAMIPRID,prevyear_nTHIACLOPRID,NorthDakota_PrevYear,prevyearyield,avg_temp,anomaly,varroa,spores,cbpv_max,dwv_max,iapv_max,kbv_max,sbpv_max,abpv_max,dwv-b_max,lsv2_max,mkv_max,cbpv_prob,dwv_prob,iapv_prob,kbv_prob,sbpv_prob,abpv_prob,dwv-b_prob,lsv2_prob,mkv_prob,prevyearspores,prevyearvarroa,urbanicity,Prev Days with AQI,Prev Good Days,Prev Moderate Days,Prev Unhealthy for Sensitive Groups Days,Prev Unhealthy Days,Prev Very Unhealthy Days,Prev Hazardous Days,Prev Max AQI,Prev 90th Percentile AQI,Prev Median AQI,Prev Days CO,Prev Days NO2,Prev Days Ozone,Prev Days PM2.5,Prev Days PM10,5 Year Avg Days with AQI,5 Year Avg Good Days,5 Year Avg Moderate Days,5 Year Avg Unhealthy for Sensitive Groups Days,5 Year Avg Unhealthy Days,5 Year Avg Very Unhealthy Days,5 Year Avg Hazardous Days,5 Year Avg Max AQI,5 Year Avg 90th Percentile AQI,5 Year Avg Median AQI,5 Year Avg Days CO,5 Year Avg Days NO2,5 Year Avg Days Ozone,5 Year Avg Days PM2.5,5 Year Avg Days PM10,StateName_Arizona,StateName_Arkansas,StateName_California,StateName_Colorado,StateName_Florida,StateName_Georgia,StateName_Hawaii,StateName_Idaho,StateName_Illinois,StateName_Indiana,StateName_Iowa,StateName_Kansas,StateName_Kentucky,StateName_Louisiana,StateName_Maine,StateName_Maryland,StateName_Michigan,StateName_Minnesota,StateName_Mississippi,StateName_Missouri,StateName_Montana,StateName_Nebraska,StateName_Nevada,StateName_New Jersey,StateName_New Mexico,StateName_New York,StateName_North Carolina,StateName_North Dakota,StateName_Ohio,StateName_Oklahoma,StateName_Oregon,StateName_Pennsylvania,StateName_South Carolina,StateName_South Dakota,StateName_Tennessee,StateName_Texas,StateName_Utah,StateName_Vermont,StateName_Virginia,StateName_Washington,StateName_West Virginia,StateName_Wisconsin,StateName_Wyoming,Region_Northeast,Region_South,Region_West
2005,28000.0,88,2464000.0,1232000.0,1.21,2981000.0,39662.1,5884.9,8273.3,9.1,0.0,53829.4,21798.9,8143.3,5280.1,16.0,0.0,78.0,67.0,49.6,2.1,2.983960816960817,0.29788378288378287,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05952380952380952,0.8050671550671551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2967263986013986,3.213836353863528,61.1,240.04761904761904,191.42857142857144,47.04761904761905,1.5238095238095235,0.0476190476190476,0.0,0.0,153.0,56.0,32.857142857142854,0.3333333333333333,1.4761904761904765,89.33333333333333,78.42857142857143,70.47619047619048,234.9419632414369,173.24510442773598,58.41554720133668,3.177928153717626,0.1033834586466161,0.0,0.0,162.0,63.034335839599,35.57208855472013,0.6580033416875521,1.2437176274018378,91.15010860484544,81.48054302422722,60.40959064327485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,30000.0,67,2010000.0,1206000.0,0.68,1367000.0,0.0,61.4,0.0,0.0,0.0,61.4,0.0,65.5,0.0,0.0,0.0,105.0,65.0,48.6,1.1,2.983960816960817,0.29788378288378287,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05952380952380952,0.8050671550671551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2967263986013986,3.213836353863528,61.1,215.1875,152.875,57.0,4.75,0.5625,0.0,0.0,166.0,69.625,39.3125,12.6875,0.0,101.125,51.3125,50.0625,222.09375,175.4375,42.92857142857143,3.339285714285711,0.3526785714285705,0.0357142857142857,0.0,206.0,61.02678571428572,35.40625,12.772321428571429,0.0,115.02678571428564,25.65624999999997,68.63839285714286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,32000.0,59,1888000.0,868000.0,1.42,2681000.0,0.0,79.4,4.4,9.2,0.0,93.0,0.0,102.5,3.3,0.0,0.0,75.0,70.0,47.9,0.4,2.983960816960817,0.29788378288378287,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05952380952380952,0.8050671550671551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2967263986013986,3.213836353863528,61.1,235.95,171.85,59.65,4.2,0.25,0.0,0.0,192.0,64.5,35.85,0.45,1.95,90.2,82.15,61.2,229.01755847953217,171.17248538011694,54.0441186299081,3.55173767752715,0.2349310776942352,0.0142857142857142,0.0,183.8,63.38790726817043,35.91554093567252,5.62407477025898,0.5484795321637427,101.01796574770256,60.02875730994151,61.79828111946533,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,33000.0,51,1683000.0,875000.0,0.75,1262000.0,0.0,57.6,0.6,0.0,0.0,58.2,0.0,61.4,0.0,0.0,0.0,115.0,67.0,49.1,1.6,2.983960816960817,0.29788378288378287,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05952380952380952,0.8050671550671551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2967263986013986,3.213836353863528,61.1,230.05555555555557,159.61111111111111,66.55555555555556,3.7222222222222223,0.1666666666666666,0.0,0.0,161.0,68.33333333333333,37.388888888888886,1.3888888888888888,0.0555555555555555,94.88888888888889,84.94444444444444,48.77777777777778,224.7476851851852,170.16203703703704,50.80423280423281,3.466931216931215,0.2906746031746025,0.0238095238095238,0.0,191.0,63.46230158730159,36.067129629629626,8.977843915343916,0.0185185185185185,108.3141534391534,45.41898148148147,62.01818783068783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,33000.0,70,2310000.0,901000.0,1.43,3303000.0,0.0,102.5,3.3,0.0,0.0,105.8,0.0,57.6,0.6,0.0,0.0,96.0,51.0,49.2,1.7,2.983960816960817,0.29788378288378287,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05952380952380952,0.8050671550671551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2967263986013986,3.213836353863528,61.1,234.8947368421053,173.52631578947367,58.1578947368421,3.1578947368421053,0.0526315789473684,0.0,0.0,154.0,62.05263157894737,35.526315789473685,0.7368421052631579,0.7368421052631579,89.94736842105263,81.73684210526316,61.73684210526316,227.2844480994152,171.0031067251462,52.64264828738513,3.3896720969089373,0.231163847117794,0.0178571428571428,0.0,181.75,63.10988408521304,35.93192616959064,6.917593462823726,0.1980994152046783,103.7224571846282,54.49844663742689,61.94785139933166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,35000.0,43,1505000.0,933000.0,2.41,3627000.0,256886.6,53938.0,64834.6,11.9,0.0,375671.1,214836.0,70715.7,49952.7,25.5,0.0,69.0,48.0,45.5,-2.0,1.135,0.2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0555555555555555,0.7222222222222222,0.3888888888888889,0.2777777777777778,0.0,0.0555555555555555,1.0,0.3888888888888889,0.0,0.2173076923076923,1.0942307692307691,64.0,279.42105263157896,195.42105263157896,82.84210526315789,1.1578947368421053,0.0,0.0,0.0,135.0,59.21052631578947,40.8421052631579,0.0,0.4736842105263157,89.78947368421052,165.68421052631578,23.473684210526315,271.24157894736845,186.45105263157896,82.90631578947368,1.8336842105263145,0.0505263157894733,0.0,0.0,149.4,62.38631578947369,40.212105263157895,0.0,0.52,89.44421052631577,152.45526315789473,28.82210526315789,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,35000.0,58,2030000.0,1035000.0,2.22,4507000.0,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,0.0,3160.6,1105.8,7.0,0.0,78.0,48.0,50.0,2.5,1.0645,0.3375,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.05,0.55,0.3,0.0,0.0,0.2,0.95,0.65,0.0,0.3425,3.0045,64.0,282.2105263157895,221.31578947368425,60.31578947368421,0.4736842105263157,0.1052631578947368,0.0,0.0,156.0,53.47368421052632,35.578947368421055,0.0,0.4210526315789473,88.94736842105263,166.1578947368421,26.68421052631579,280.6526315789474,202.1368421052632,77.18947368421053,1.2736842105263144,0.052631578947368,0.0,0.0,146.8,59.1578947368421,38.92631578947369,0.0,0.7789473684210526,89.46315789473682,165.15789473684208,25.25263157894737,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,35000.0,67,2345000.0,1337000.0,1.06,2486000.0,21798.9,8143.3,5280.1,16.0,0.0,35238.3,0.0,79.4,4.4,9.2,0.0,87.0,59.0,48.5,1.0,2.983960816960817,0.29788378288378287,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05952380952380952,0.8050671550671551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2967263986013986,3.213836353863528,61.1,233.7619047619048,169.8095238095238,60.66666666666666,3.2857142857142856,0.0,0.0,0.0,150.0,64.28571428571429,36.23809523809524,0.3809523809523809,2.0,91.38095238095238,80.14285714285714,59.85714285714285,229.9699394319131,165.53439014202172,60.40602339181287,3.823166248955721,0.2063596491228066,0.0,0.0,164.6,65.759335839599,36.86315998329157,3.1288366750208856,0.9484795321637426,93.50844193817876,76.05732873851294,56.326852548036754,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,36000.0,50,1800000.0,990000.0,2.2,3960000.0,3.2,4945.6,6004.2,3.3,0.0,10956.3,256886.6,53938.0,64834.6,11.9,0.0,86.0,43.0,49.3,1.8,4.395555555555556,0.1666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.0,0.0,1.0,0.1111111111111111,0.0,0.2,1.135,64.0,279.94736842105266,199.8421052631579,79.05263157894737,1.0526315789473684,0.0,0.0,0.0,135.0,59.0,38.526315789473685,0.0,1.5789473684210529,84.63157894736842,168.10526315789474,25.63157894736842,274.8710526315789,187.74947368421053,85.33684210526316,1.744210526315788,0.0405263157894733,0.0,0.0,144.2,62.42631578947369,40.46736842105263,0.0,0.6557894736842105,87.99052631578945,159.42631578947368,26.79842105263158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,37000.0,48,1776000.0,746000.0,2.08,3694000.0,0.0,3160.6,1105.8,7.0,0.0,4273.4,3.2,4945.6,6004.2,3.3,0.0,74.0,50.0,50.7,3.2,3.0045,0.3425,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0.4,0.2,0.0,0.2,1.0,0.55,0.0,0.1666666666666666,4.395555555555556,64.0,280.94736842105266,212.42105263157896,67.94736842105263,0.4736842105263157,0.1052631578947368,0.0,0.0,154.0,55.68421052631579,37.31578947368421,0.0,0.8947368421052632,88.3157894736842,166.0,25.73684210526316,277.74052631578945,193.75368421052636,82.73631578947368,1.2189473684210514,0.0315789473684207,0.0,0.0,144.0,60.97315789473684,40.05052631578948,0.0,0.7547368421052632,87.87368421052629,164.61631578947367,24.49578947368421,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,37000.0,61,2257000.0,1196000.0,2.17,4898000.0,168229.2,49328.3,59286.2,11.0,0.0,276854.7,129359.2,36744.7,56816.9,10.3,0.0,71.0,62.0,52.1,4.6,3.3666666666666667,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0555555555555555,1.0,0.0,0.0,0.1545454545454545,6.827272727272727,64.0,267.65,179.4,88.05,0.2,0.0,0.0,0.0,142.0,62.55,41.2,0.0,0.3,81.0,163.45,22.9,257.09,180.05,74.96000000000001,1.9799999999999984,0.0999999999999996,0.0,0.0,153.6,62.48,39.63,1.05,0.72,88.05999999999997,135.89,31.37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,39000.0,48,1872000.0,1217000.0,2.45,4586000.0,214836.0,70715.7,49952.7,25.5,0.0,335529.9,168229.2,49328.3,59286.2,11.0,0.0,69.0,61.0,46.7,-0.8,1.0942307692307691,0.2173076923076923,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8076923076923077,0.0769230769230769,0.1538461538461538,0.0,0.0769230769230769,1.0,0.0384615384615384,0.0,0.6666666666666666,3.3666666666666667,64.0,280.7368421052632,181.68421052631575,95.78947368421052,3.210526315789474,0.0526315789473684,0.0,0.0,154.0,68.42105263157895,42.36842105263158,0.0,0.5263157894736842,95.63157894736842,159.8421052631579,24.73684210526316,265.09736842105264,183.6968421052632,79.51789473684211,1.8221052631578936,0.0605263157894733,0.0,0.0,153.4,62.5242105263158,39.81368421052632,0.0,0.6052631578947368,89.04631578947367,145.06842105263158,30.37736842105263,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,40000.0,65,2600000.0,2028000.0,0.65,1690000.0,0.0,65.5,0.0,0.0,0.0,65.5,0.0,322.4,0.0,0.0,0.0,128.0,78.0,49.7,2.2,2.983960816960817,0.29788378288378287,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05952380952380952,0.8050671550671551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2967263986013986,3.213836353863528,61.1,229.0,198.0,28.857142857142858,1.9285714285714288,0.1428571428571428,0.0714285714285714,0.0,246.0,52.42857142857143,31.5,12.857142857142858,0.0,128.92857142857142,0.0,87.21428571428571,229.0,198.0,28.857142857142858,1.9285714285714213,0.142857142857141,0.0714285714285714,0.0,246.0,52.428571428571445,31.5,12.857142857142858,0.0,128.9285714285713,0.0,87.21428571428571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,50000.0,78,3900000.0,2301000.0,0.7,2730000.0,0.0,322.4,0.0,0.0,0.0,322.4,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,61.65,50.9,3.4,2.983960816960817,0.29788378288378287,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05952380952380952,0.8050671550671551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2967263986013986,3.213836353863528,61.1,251.42160390010113,182.84393329815768,66.0385393307831,2.4282438552521657,0.10712801741195091,0.0037593984962406,0.0,158.78947368421052,61.684985490040894,37.63708009057732,2.072876819241085,0.9612276304797082,92.67210020665699,111.58445730554456,44.13094193817878,245.6117204103094,179.81243963344033,63.01130531005877,2.654314697562618,0.1250768093479307,0.008583959899749364,0.0,165.89210526315787,61.94468270456844,37.301575255756354,3.2793906824810564,0.8794922247138315,95.84426792492926,96.4031819772384,49.20538760094681,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,100000.0,46,4600000.0,1380000.0,1.33,6118000.0,0.0,3601.3,575.4,27.1,0.0,4203.8,0.0,2132.6,1352.3,4.5,0.0,75.0,57.0,45.4,2.8,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.049999999999999975,0.820977011494253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.8919943965517243,66.4,175.45833333333334,139.33333333333334,34.0,1.9583333333333333,0.1666666666666666,0.0,0.0,165.0,57.125,28.83333333333333,6.875,4.958333333333333,37.91666666666666,68.16666666666667,57.54166666666666,186.0431286549708,154.4970760233918,27.922222222222224,2.482894736842104,1.045029239766082,0.0853801169590643,0.0105263157894736,255.6,52.14195906432749,26.650877192982456,21.959795321637426,10.29985380116959,24.67397660818713,51.14152046783624,77.96798245614035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,100000.0,46,4600000.0,1610000.0,0.67,3082000.0,0.0,2620.4,145.1,0.0,0.0,2765.5,0.0,4524.8,0.0,0.0,0.0,115.0,47.0,44.2,1.6,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.049999999999999975,0.820977011494253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.8919943965517243,66.4,197.47368421052636,161.57894736842104,30.73684210526316,3.473684210526316,1.5263157894736843,0.1578947368421052,0.0,217.0,55.526315789473685,26.26315789473684,28.210526315789476,5.842105263157895,18.36842105263158,54.526315789473685,90.52631578947368,181.09454191033137,152.96296296296296,23.747563352826507,2.66081871345029,1.5633528265107213,0.1423001949317738,0.0175438596491228,316.3333333333333,50.423001949317744,25.59649122807017,26.571150097465885,15.496101364522415,18.817738791423,36.91715399610135,83.29239766081872,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,100000.0,47,4700000.0,2679000.0,0.52,2444000.0,0.0,4524.8,0.0,0.0,0.0,4524.8,0.0,906.8,0.0,0.0,0.0,105.0,48.0,43.9,1.3,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.049999999999999975,0.820977011494253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.8919943965517243,66.4,199.42105263157896,166.42105263157896,25.894736842105264,3.842105263157895,3.0526315789473686,0.1578947368421052,0.0526315789473684,489.0,49.63157894736842,26.526315789473685,31.94736842105263,17.36842105263158,18.473684210526315,43.94736842105263,87.6842105263158,172.90497076023394,148.65497076023394,20.252923976608187,2.2543859649122773,1.5818713450292397,0.1345029239766081,0.0263157894736842,366.0,47.87134502923976,25.26315789473684,25.751461988304094,20.32309941520468,19.042397660818715,28.112573099415176,79.67543859649123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,100000.0,57,5700000.0,1653000.0,1.37,7809000.0,0.0,2132.6,1352.3,4.5,0.0,3489.4,0.0,2620.4,145.1,0.0,0.0,96.0,46.0,43.0,0.4,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.049999999999999975,0.820977011494253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.8919943965517243,66.4,211.47368421052636,174.26315789473685,34.36842105263158,2.473684210526316,0.3684210526315789,0.0,0.0,164.0,52.31578947368421,27.63157894736842,23.210526315789476,0.0526315789473684,29.0,76.78947368421052,82.42105263157895,188.6893274853801,158.28801169590645,26.40277777777778,2.6140350877192966,1.2646198830409356,0.1067251461988304,0.0131578947368421,278.25,50.89619883040936,26.105263157894736,25.730994152046783,11.635233918128655,21.36330409356725,46.88523391812864,83.07456140350877,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,100000.0,63,6300000.0,2520000.0,1.02,6426000.0,0.3,3398.2,973.4,133.9,60.7,4566.5,0.0,3601.3,575.4,27.1,0.0,87.0,46.0,44.2,1.6,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.049999999999999975,0.820977011494253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.8919943965517243,66.4,194.54545454545453,166.77272727272728,26.863636363636363,0.8636363636363636,0.0454545454545454,0.0,0.0,158.0,48.22727272727273,25.954545454545453,8.045454545454545,12.045454545454543,41.77272727272727,74.18181818181819,58.5,195.6744417862839,161.67384370015947,30.372727272727275,2.522288676236044,1.0318979266347688,0.0631578947368421,0.0105263157894736,238.6,52.56519138755981,27.041786283891547,19.657775119617224,8.053389154704943,29.106299840510367,63.522328548644325,75.33464912280701,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,100000.0,34,3400000.0,850000.0,2.03,6902000.0,6741.1,30798.5,5683.5,40.1,31.2,43294.4,4217.4,27564.6,7735.4,44.4,19.4,69.0,32.0,45.1,2.5,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.049999999999999975,0.820977011494253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.8919943965517243,70.6,277.0769230769231,222.53846153846155,47.76923076923077,5.230769230769231,1.5384615384615383,0.0,0.0,185.0,53.46153846153846,25.53846153846154,0.1538461538461538,6.384615384615385,41.30769230769231,174.6153846153846,54.61538461538461,302.32251580119225,254.274767471091,43.53290777849601,3.257171586583349,1.0719546793076205,0.1857142857142857,0.0,185.8,51.860281548516845,25.74477213962508,0.5349358974358973,2.302856783739137,44.653940422322776,199.25975992961287,55.57102276808159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,103000.0,46,4738000.0,1706000.0,1.52,7202000.0,2353.4,22734.0,3717.1,61.7,19.3,28885.5,470.2,15855.1,1813.0,76.1,15.6,90.0,40.0,42.8,0.2,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.049999999999999975,0.820977011494253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.8919943965517243,66.4,277.7368421052632,239.8421052631579,36.26315789473684,1.4210526315789471,0.2105263157894736,0.0,0.0,168.0,48.36842105263158,25.94736842105263,0.4210526315789473,0.0,32.89473684210526,207.94736842105263,36.47368421052632,271.0402428171879,224.8475514874142,43.255143656242055,2.499282990083904,0.4271535723366385,0.0111111111111111,0.0,182.2,53.33143783371472,27.47705822527333,1.2928820239003307,0.8894202898550725,27.788319349097375,206.92833841851,34.14128273582507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,120000.0,48,5760000.0,3110000.0,0.59,3398000.0,0.0,906.8,0.0,0.0,0.0,906.8,0.0,2116.3,0.0,0.0,0.0,128.0,50.0,43.6,1.0,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.049999999999999975,0.820977011494253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.8919943965517243,66.4,146.38888888888889,130.88888888888889,14.61111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,243.0,46.11111111111112,24.0,19.55555555555556,23.27777777777778,19.61111111111111,12.27777777777778,71.66666666666667,146.38888888888889,130.88888888888889,14.61111111111111,0.6666666666666595,0.1111111111111106,0.1111111111111111,0.0,243.0,46.11111111111112,24.0,19.55555555555556,23.27777777777778,19.61111111111111,12.277777777777722,71.66666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,120000.0,50,6000000.0,2220000.0,0.65,3900000.0,0.0,2116.3,0.0,0.0,0.0,2116.3,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,41.8,44.3,1.7,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.049999999999999975,0.820977011494253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.8919943965517243,66.4,259.22236267958993,216.7431422201164,38.63500024465462,2.916335943746483,0.8324285264476974,0.0900540825748582,0.005401662049861495,205.47368421052633,52.249771840003575,26.379899118102617,6.709658987385413,4.724005732593344,34.189679430040194,161.1199953821902,52.47902314738079,244.33469905922553,204.77625741927042,36.00428329821745,2.6335436052754724,0.8218277104175185,0.09362543786366499,0.005161588180978752,214.92543859649123,51.742289143158,26.35778604188982,9.162249054546116,6.459513423322642,32.231392343678316,138.86844788434075,57.61309635333765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,83000.0,32,2656000.0,1036000.0,2.02,5365000.0,4217.4,27564.6,7735.4,44.4,19.4,39581.2,3325.7,34000.0,5972.2,87.5,4.9,69.0,32.0,43.7,1.1,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.049999999999999975,0.820977011494253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.8919943965517243,70.6,341.85714285714283,281.5,52.642857142857146,3.571428571428572,3.2142857142857144,0.9285714285714286,0.0,268.0,59.5,24.571428571428573,0.5,1.7857142857142858,40.0,234.0,65.57142857142857,302.4544996068603,257.73549621603024,41.23169320359723,2.4952282667452934,0.8063676347732075,0.1857142857142857,0.0,182.4,50.84165806673546,25.8265535161433,0.5883771929824562,1.0259337068160597,42.97134932920537,205.9261566907465,51.94268268710992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
