,year,yieldpercol,nTHIACLOPRID,prevyear_nIMIDACLOPRID,prevyear_nACETAMIPRID,NorthDakota_PrevYear,avg_temp,anomaly,varroa,spores,cbpv_max,dwv_max,iapv_max,kbv_max,sbpv_max,abpv_max,lsv2_max,mkv_max,cbpv_prob,dwv_prob,kbv_prob,sbpv_prob,abpv_prob,dwv-b_prob,lsv2_prob,mkv_prob,prevyearspores,prevyearvarroa,urbanicity,Prev Hazardous Days,Prev Days CO,Prev Days NO2,Prev Days Ozone,Prev Days PM2.5,Prev Days PM10,StateName_Alabama,StateName_Arizona,StateName_Arkansas,StateName_Colorado,StateName_Florida,StateName_Georgia,StateName_Hawaii,StateName_Idaho,StateName_Illinois,StateName_Indiana,StateName_Iowa,StateName_Kansas,StateName_Kentucky,StateName_Louisiana,StateName_Maine,StateName_Maryland,StateName_Michigan,StateName_Minnesota,StateName_Mississippi,StateName_Missouri,StateName_Montana,StateName_Nebraska,StateName_Nevada,StateName_New Jersey,StateName_New Mexico,StateName_New York,StateName_North Carolina,StateName_North Dakota,StateName_Ohio,StateName_Oklahoma,StateName_Oregon,StateName_Pennsylvania,StateName_South Carolina,StateName_South Dakota,StateName_Tennessee,StateName_Texas,StateName_Utah,StateName_Vermont,StateName_Virginia,StateName_Washington,StateName_West Virginia,StateName_Wisconsin,StateName_Wyoming,Region_Midwest,Region_Northeast,Region_South,Region_West
173,2004,67,0.0,79.4,9.2,87.0,48.5,1.0,2.983960816960817,0.2978837828837828,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0595238095238095,0.8050671550671551,0.0,0.0,0.0,1.0,0.0,0.0,0.2967263986013986,3.213836353863528,61.1,0.0,0.3809523809523809,2.0,91.38095238095238,80.14285714285714,59.85714285714285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
174,2015,50,0.0,53938.0,11.9,86.0,49.3,1.8,4.395555555555556,0.1666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.0,0.0,1.0,0.1111111111111111,0.0,0.2,1.135,64.0,0.0,0.0,1.5789473684210529,84.63157894736842,168.10526315789474,25.63157894736842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175,2016,48,0.0,4945.6,3.3,74.0,50.7,3.2,3.0045,0.3425,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2,1.0,0.2,0.0,0.2,1.0,0.55,0.0,0.1666666666666666,4.395555555555556,64.0,0.0,0.0,0.8947368421052632,88.3157894736842,166.0,25.73684210526316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
176,2012,61,0.0,36744.7,10.3,71.0,52.1,4.6,3.3666666666666667,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0555555555555555,1.0,0.0,0.0,0.1545454545454545,6.827272727272727,64.0,0.0,0.0,0.3,81.0,163.45,22.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
177,2013,48,0.0,49328.3,11.0,69.0,46.7,-0.8,1.0942307692307691,0.2173076923076923,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8076923076923077,0.1538461538461538,0.0,0.0769230769230769,1.0,0.0384615384615384,0.0,0.6666666666666666,3.3666666666666667,64.0,0.0,0.0,0.5263157894736842,95.63157894736842,159.8421052631579,24.73684210526316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178,1999,65,0.0,322.4,0.0,128.0,49.7,2.2,2.983960816960817,0.2978837828837828,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0595238095238095,0.8050671550671551,0.0,0.0,0.0,1.0,0.0,0.0,0.2967263986013986,3.213836353863528,61.1,0.0,12.857142857142858,0.0,128.92857142857142,0.0,87.21428571428571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179,1998,78,0.0,12671.921052631578,334.5105263157895,85.1,50.9,3.4,2.983960816960817,0.2978837828837828,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0595238095238095,0.8050671550671551,0.0,0.0,0.0,1.0,0.0,0.0,0.2967263986013986,3.213836353863528,61.1,0.0,2.072876819241085,0.9612276304797082,92.672100206657,111.58445730554456,44.13094193817878,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,2003,46,0.0,2132.6,4.5,75.0,45.4,2.8,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,66.4,0.0,6.875,4.958333333333333,37.91666666666666,68.16666666666667,57.54166666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,2001,46,0.0,4524.8,0.0,115.0,44.2,1.6,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,66.4,0.0,28.21052631578948,5.842105263157895,18.36842105263158,54.526315789473685,90.52631578947368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,2000,47,0.0,906.8,0.0,105.0,43.9,1.3,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,66.4,0.0526315789473684,31.94736842105263,17.36842105263158,18.473684210526315,43.94736842105263,87.6842105263158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,2002,57,0.0,2620.4,0.0,96.0,43.0,0.4,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,66.4,0.0,23.21052631578948,0.0526315789473684,29.0,76.78947368421052,82.42105263157895,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,2004,63,60.7,3601.3,27.1,87.0,44.2,1.6,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,66.4,0.0,8.045454545454545,12.045454545454543,41.77272727272727,74.18181818181819,58.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,2014,34,31.2,27564.6,44.4,69.0,45.1,2.5,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,70.6,0.0,0.1538461538461538,6.384615384615385,41.30769230769231,174.6153846153846,54.61538461538461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
186,2009,46,19.3,15855.1,76.1,90.0,42.8,0.2,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,66.4,0.0,0.4210526315789473,0.0,32.89473684210526,207.94736842105263,36.47368421052632,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,1999,48,0.0,2116.3,0.0,128.0,43.6,1.0,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,66.4,0.0,19.55555555555556,23.27777777777778,19.61111111111111,12.27777777777778,71.66666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
188,1998,50,0.0,12671.921052631578,334.5105263157895,85.1,44.3,1.7,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,66.4,0.0054016620498614,6.709658987385413,4.724005732593344,34.189679430040194,161.1199953821902,52.47902314738079,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189,2013,32,19.4,34000.0,87.5,69.0,43.7,1.1,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,70.6,0.0,0.5,1.7857142857142858,40.0,234.0,65.57142857142857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,2011,36,27.6,19051.4,143.4,91.0,42.4,-0.2,7.816666666666666,0.0499999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1550125718390804,2.961444324712644,70.6,0.0,0.0,0.9411764705882352,46.94117647058823,180.1764705882353,44.52941176470589,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,2015,32,3.2,30798.5,40.1,86.0,46.4,3.8,3.418333333333333,0.0083333333333333,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.125,0.875,0.0,0.0,0.2916666666666667,1.0,0.1666666666666666,0.0,0.1550125718390804,2.961444324712644,70.6,0.0,0.3,6.5,60.4,188.8,74.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,2008,40,15.6,9556.5,67.5,74.0,42.5,-0.1,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,66.4,0.0,0.6111111111111112,0.1666666666666666,26.88888888888889,234.72222222222223,38.888888888888886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,2012,32,4.9,25864.1,108.7,71.0,45.1,2.5,2.6241379310344826,0.4655172413793103,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896551724137931,0.0,0.0,0.0,1.0,0.0,0.0,0.0499999999999999,7.816666666666666,70.6,0.0,0.6875,0.625,60.6875,193.0625,60.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,2007,41,18.6,5475.7,157.1,74.0,44.8,2.2,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,66.4,0.0,0.3,0.9,16.6,221.55,33.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,2005,37,23.0,3398.2,133.9,78.0,43.6,1.0,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,66.4,0.0,2.958333333333333,3.25,38.16666666666666,147.29166666666666,35.291666666666664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,2017,44,2.6,16642.4,115.6,78.0,44.3,1.7,1.6516666666666666,0.1375,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0416666666666666,0.6666666666666666,0.0,0.0,0.0,0.9583333333333334,0.4583333333333333,0.0,0.06875,2.302083333333333,70.6,0.0,0.0,1.2,32.95,280.9,7.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,2006,44,2.8,3750.9,117.0,91.0,44.2,1.6,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,66.4,0.0,2.1739130434782608,0.1304347826086956,24.39130434782609,223.1304347826087,26.65217391304348,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,2010,27,36.7,22734.0,61.7,77.0,43.3,0.7,3.5625775862068965,0.1460201149425287,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0499999999999999,0.820977011494253,0.0,0.0,0.0,1.0,0.0,0.0,0.0874216954022988,3.891994396551724,70.6,0.0,1.3333333333333333,1.7777777777777777,34.333333333333336,214.44444444444449,52.888888888888886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,2016,34,0.0,20995.8,53.3,74.0,45.1,2.5,2.302083333333333,0.06875,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0833333333333333,0.6666666666666666,0.0,0.0,0.2083333333333333,0.7916666666666666,0.25,0.0,0.0083333333333333,3.418333333333333,70.6,0.05,0.2,2.55,28.9,230.75,18.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,2016,48,0.0,6849.6,80.9,74.0,54.7,3.1,3.024090909090909,0.0818181818181818,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1363636363636363,0.9090909090909092,0.0909090909090909,0.0,0.5909090909090909,0.5,0.2727272727272727,0.0,0.0458333333333333,4.205,88.5,0.0,0.0,3.130434782608696,228.8695652173913,82.82608695652173,1.0869565217391304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,2006,66,64.3,7969.5,74.2,91.0,54.0,2.4,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,87.8,0.0,2.24,8.52,254.68,45.24,15.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
202,2017,46,2.6,8139.3,0.0,78.0,54.4,2.8,4.029166666666667,0.0625,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1666666666666666,0.875,0.0416666666666666,0.0,0.4166666666666667,0.9583333333333334,0.1666666666666666,0.0,0.0818181818181818,3.024090909090909,88.5,0.0,0.0,3.739130434782609,234.3913043478261,80.8695652173913,0.6956521739130435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
203,2001,76,0.0,416.4,0.0,115.0,53.4,1.8,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,87.8,0.0,4.041666666666667,10.916666666666666,224.9583333333333,62.833333333333336,18.20833333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
204,2013,48,0.0,58895.9,152.7,69.0,51.1,-0.5,3.0184848484848485,0.1893939393939394,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1515151515151515,0.8787878787878788,0.1515151515151515,0.0,0.1818181818181818,1.0,0.0909090909090909,0.0,0.1066666666666666,10.96,88.5,0.0,0.1304347826086956,5.217391304347826,272.5652173913044,53.34782608695652,0.6086956521739131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,2011,50,0.0,74302.9,24.5,91.0,53.1,1.5,6.424,0.058,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.84,0.0,0.0,0.08,1.0,0.0,0.0,0.0725555006587615,4.777291625494071,88.5,0.0,1.8,4.4,228.04,87.0,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
206,2004,55,110.5,790.6,46.3,87.0,52.6,1.0,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,87.8,0.0,2.0,10.56,248.88,49.12,15.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
207,2003,60,0.0,293.7,0.0,75.0,51.7,0.1,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,87.8,0.0,2.8,9.52,238.44,56.76,16.48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208,2012,61,0.0,66760.4,98.2,71.0,55.8,4.2,10.96,0.1066666666666666,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0666666666666666,1.0,0.1333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.058,6.424,88.5,0.0,4.739130434782608,2.652173913043478,253.6086956521739,70.73913043478261,0.2608695652173913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209,2009,34,0.0,10470.0,24.9,90.0,51.4,-0.2,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,87.8,0.0,0.48,9.68,219.12,91.96,6.28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
210,2014,49,0.0,79582.5,178.9,69.0,49.5,-2.1,2.6554166666666665,0.0166666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.2083333333333333,0.875,0.125,0.0,0.2916666666666667,1.0,0.0833333333333333,0.0,0.1893939393939394,3.0184848484848485,88.5,0.0,0.217391304347826,3.5217391304347827,257.5652173913044,57.78260869565217,0.9565217391304348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
211,2015,51,0.0,85852.3,92.1,86.0,52.9,1.3,4.205,0.0458333333333333,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.125,1.0,0.0416666666666666,0.0,0.3333333333333333,1.0,0.125,0.0,0.0166666666666666,2.6554166666666665,88.5,0.0,0.0,3.1739130434782608,241.34782608695653,65.6086956521739,1.9130434782608696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
212,2008,56,0.0,6555.4,73.1,74.0,50.9,-0.7,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,87.8,0.0,0.4,7.2,219.52,97.08,7.32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
213,2000,61,0.0,231.0,0.0,105.0,52.2,0.6,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,87.8,0.0,7.391304347826087,17.73913043478261,259.39130434782606,23.0,23.782608695652176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
214,2005,85,0.0,7921.4,456.9,78.0,53.7,2.1,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,87.8,0.0,2.92,9.4,249.8,48.04,16.44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215,2010,41,0.0,8471.3,123.2,77.0,52.9,1.3,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,88.5,0.0,0.76,5.52,218.84,98.72,3.88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
216,2007,63,0.0,2538.7,74.9,74.0,53.7,2.1,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,87.8,0.0,2.04,11.04,247.12,45.68,16.52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
217,1999,66,0.0,200.9,0.0,128.0,53.5,1.9,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,87.8,0.0,9.083333333333334,16.375,255.91666666666663,5.583333333333333,32.958333333333336,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
218,1998,71,0.0,12671.921052631578,334.5105263157895,85.1,55.2,3.6,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,87.8,0.0,2.366487414187643,7.931872616323417,241.5628489702517,62.05845156369184,10.60373760488177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
219,2002,80,0.0,650.8,0.0,96.0,53.2,1.6,4.902308441558441,0.080125541125541,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.122077922077922,0.9111255411255412,0.0,0.0,0.0,1.0,0.0,0.0,0.0815620412196499,5.009183435676642,87.8,0.0,3.92,8.4,236.64,56.92,16.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
220,2010,43,13.7,13889.8,76.8,77.0,52.6,1.3,4.7336,0.0372,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.92,0.04,0.0,0.08,1.0,0.0,0.0,0.0686619630843539,4.9534631955225885,72.4,0.0,0.9210526315789472,4.473684210526316,118.07894736842104,103.28947368421052,2.421052631578948,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
