,feature1,feature2,correlation
2885,spores,Prev Days NO2,0.04891715092557028
2886,spores,Prev Days Ozone,0.12877142545539452
2887,spores,Prev Days PM2.5,0.292908192055306
2888,spores,Prev Days PM10,0.05011407101983956
2889,spores,5 Year Avg Days with AQI,0.20742262019330984
2890,spores,5 Year Avg Good Days,0.3385163874343268
2891,spores,5 Year Avg Moderate Days,0.2021001422037311
2892,spores,5 Year Avg Unhealthy for Sensitive Groups Days,0.13743845413711123
2893,spores,5 Year Avg Unhealthy Days,0.026484239579035448
2894,spores,5 Year Avg Very Unhealthy Days,0.030381330362722787
2895,spores,5 Year Avg Hazardous Days,0.09035678914750289
2896,spores,5 Year Avg Max AQI,0.16321143981941813
2897,spores,5 Year Avg 90th Percentile AQI,0.26889316738352537
2898,spores,5 Year Avg Median AQI,0.3088914711254937
2899,spores,5 Year Avg Days CO,0.10309061005088752
2900,spores,5 Year Avg Days NO2,0.06362144946182365
2901,spores,5 Year Avg Days Ozone,0.1223135083272106
2902,spores,5 Year Avg Days PM2.5,0.26441769284156946
2903,spores,5 Year Avg Days PM10,0.07367694449433596
2904,spores,StateName_Alabama,0.06671649520635911
2905,spores,StateName_Arizona,9.297681946181862e-17
2906,spores,StateName_Arkansas,0.10750677930908267
2907,spores,StateName_California,0.18010841839411887
2908,spores,StateName_Colorado,0.09482436747870883
2909,spores,StateName_Florida,0.14827655220025235
2910,spores,StateName_Georgia,0.06543946299855732
2911,spores,StateName_Hawaii,0.2903395957084079
2912,spores,StateName_Idaho,0.06406233639104812
2913,spores,StateName_Illinois,0.09702673336347244
2914,spores,StateName_Indiana,0.10473215377936466
2915,spores,StateName_Iowa,0.011908930220488324
2916,spores,StateName_Kansas,0.11939277961708193
2917,spores,StateName_Kentucky,0.11730836437473982
2918,spores,StateName_Louisiana,0.04656479991767777
2919,spores,StateName_Maine,9.755134314183637e-17
2920,spores,StateName_Maryland,4.9463650691196464e-17
2921,spores,StateName_Michigan,0.023381018985460484
2922,spores,StateName_Minnesota,0.06939911552609712
2923,spores,StateName_Mississippi,0.0017502274751628063
2924,spores,StateName_Missouri,0.11418174151122654
2925,spores,StateName_Montana,0.0803429271893759
2926,spores,StateName_Nebraska,0.08197454828097996
2927,spores,StateName_Nevada,2.46533727681426e-17
2928,spores,StateName_New Jersey,0.043510139008959725
2929,spores,StateName_New Mexico,0.028395136127781006
2930,spores,StateName_New York,0.004295097989878336
2931,spores,StateName_North Carolina,0.013905822252019945
2932,spores,StateName_North Dakota,0.20295901496809515
2933,spores,StateName_Ohio,0.07954949415696715
2934,spores,StateName_Oklahoma,3.761392253832916e-17
2935,spores,StateName_Oregon,0.04681734564544637
2936,spores,StateName_Pennsylvania,0.0387248725389788
2937,spores,StateName_South Carolina,0.020336321208230437
2938,spores,StateName_South Dakota,0.016628184198232653
2939,spores,StateName_Tennessee,0.0841815174279435
2940,spores,StateName_Texas,0.031649302694500336
2941,spores,StateName_Utah,0.00048603126680105325
2942,spores,StateName_Vermont,0.011577978110082673
2943,spores,StateName_Virginia,0.00978309497921187
2944,spores,StateName_Washington,0.5857092413809977
2945,spores,StateName_West Virginia,0.09298323849660689
2946,spores,StateName_Wisconsin,0.07455798625606827
2947,spores,StateName_Wyoming,1.0965522675017827e-16
2948,spores,Region_Midwest,0.14464968790572497
2949,spores,Region_Northeast,0.0353205877815584
2950,spores,Region_South,0.16508447895633627
2951,spores,Region_West,0.34494808244007547
2952,cbpv_max,year,0.018032885457151045
2953,cbpv_max,numcol,0.19718738311262396
2954,cbpv_max,yieldpercol,0.054276593391331285
2955,cbpv_max,totalprod,0.19942350056243652
2956,cbpv_max,stocks,0.2044845683226698
2957,cbpv_max,priceperlb,0.010245179183965874
2958,cbpv_max,prodvalue,0.1543940278887686
2959,cbpv_max,nCLOTHIANIDIN,0.0206200393963366
2960,cbpv_max,nIMIDACLOPRID,0.01510519689299788
2961,cbpv_max,nTHIAMETHOXAM,0.08755777179015492
2962,cbpv_max,nACETAMIPRID,0.008838132019995082
2963,cbpv_max,nTHIACLOPRID,0.019955965924470707
2964,cbpv_max,nAllNeonic,0.03517921577347586
2965,cbpv_max,prevyear_nCLOTHIANIDIN,0.011967456614933565
2966,cbpv_max,prevyear_nIMIDACLOPRID,0.008087722424317673
2967,cbpv_max,prevyear_nTHIAMETHOXAM,0.09004794479645539
2968,cbpv_max,prevyear_nACETAMIPRID,0.010552284719270352
2969,cbpv_max,prevyear_nTHIACLOPRID,0.02237421334659588
2970,cbpv_max,NorthDakota_PrevYear,0.0038015521903652875
2971,cbpv_max,prevyearyield,0.06689292398118167
2972,cbpv_max,avg_temp,0.023474394670541854
2973,cbpv_max,anomaly,0.021933592880359985
2974,cbpv_max,varroa,0.008495795340893775
2975,cbpv_max,spores,0.12591202459337097
2976,cbpv_max,cbpv_max,1.0
2977,cbpv_max,dwv_max,
2978,cbpv_max,iapv_max,0.60090421696025
2979,cbpv_max,kbv_max,0.36892452849643625
2980,cbpv_max,sbpv_max,
2981,cbpv_max,abpv_max,0.35477740131100877
2982,cbpv_max,dwv-b_max,0.4359086639801653
2983,cbpv_max,lsv2_max,0.6631672431096391
2984,cbpv_max,mkv_max,
2985,cbpv_max,cbpv_prob,0.5410432389145744
2986,cbpv_max,dwv_prob,0.15202394768187108
2987,cbpv_max,iapv_prob,0.13278969758568857
2988,cbpv_max,kbv_prob,0.07441932723539192
2989,cbpv_max,sbpv_prob,
2990,cbpv_max,abpv_prob,0.007846968921356234
2991,cbpv_max,dwv-b_prob,0.3994222235455378
2992,cbpv_max,lsv2_prob,0.2894031673693064
2993,cbpv_max,mkv_prob,
2994,cbpv_max,prevyearspores,0.039376902459365544
2995,cbpv_max,prevyearvarroa,0.055813130143574675
2996,cbpv_max,urbanicity,0.07363105084969268
2997,cbpv_max,Prev Days with AQI,0.03906490600843123
2998,cbpv_max,Prev Good Days,0.0068330789894261315
2999,cbpv_max,Prev Moderate Days,0.02765639316813462
3000,cbpv_max,Prev Unhealthy for Sensitive Groups Days,0.08945284657166683
3001,cbpv_max,Prev Unhealthy Days,0.10373944958730551
3002,cbpv_max,Prev Very Unhealthy Days,0.04516826549583722
3003,cbpv_max,Prev Hazardous Days,0.11671640147518145
3004,cbpv_max,Prev Max AQI,0.037932410228372244
3005,cbpv_max,Prev 90th Percentile AQI,0.1358499242336436
3006,cbpv_max,Prev Median AQI,0.10027943239251785
3007,cbpv_max,Prev Days CO,0.07811583226859375
3008,cbpv_max,Prev Days NO2,0.16219223362080948
3009,cbpv_max,Prev Days Ozone,0.04525514275127787
3010,cbpv_max,Prev Days PM2.5,0.0420201002768881
3011,cbpv_max,Prev Days PM10,0.23247824655990715
3012,cbpv_max,5 Year Avg Days with AQI,0.05833176783251726
3013,cbpv_max,5 Year Avg Good Days,0.01627611297630248
3014,cbpv_max,5 Year Avg Moderate Days,0.04614282026327586
3015,cbpv_max,5 Year Avg Unhealthy for Sensitive Groups Days,0.09116065761385388
3016,cbpv_max,5 Year Avg Unhealthy Days,0.12958032091950916
3017,cbpv_max,5 Year Avg Very Unhealthy Days,0.08994728698800253
3018,cbpv_max,5 Year Avg Hazardous Days,0.14225778855254312
3019,cbpv_max,5 Year Avg Max AQI,0.04656239997491044
3020,cbpv_max,5 Year Avg 90th Percentile AQI,0.1521452768264849
3021,cbpv_max,5 Year Avg Median AQI,0.11072265970372117
3022,cbpv_max,5 Year Avg Days CO,0.09469316549741406
3023,cbpv_max,5 Year Avg Days NO2,0.1609071444582225
3024,cbpv_max,5 Year Avg Days Ozone,0.046379935133898285
3025,cbpv_max,5 Year Avg Days PM2.5,0.04191074389752517
3026,cbpv_max,5 Year Avg Days PM10,0.2129451948894006
3027,cbpv_max,StateName_Alabama,0.0806935038290937
3028,cbpv_max,StateName_Arizona,0.2181340602262781
3029,cbpv_max,StateName_Arkansas,0.08069350382909372
3030,cbpv_max,StateName_California,0.0806935038290937
3031,cbpv_max,StateName_Colorado,0.0806935038290937
3032,cbpv_max,StateName_Florida,0.08069350382909365
3033,cbpv_max,StateName_Georgia,0.06409197249268409
3034,cbpv_max,StateName_Hawaii,0.18493099755345904
3035,cbpv_max,StateName_Idaho,0.08069350382909353
3036,cbpv_max,StateName_Illinois,0.097295035165503
3037,cbpv_max,StateName_Indiana,0.06409197249268393
3038,cbpv_max,StateName_Iowa,0.06409197249268402
3039,cbpv_max,StateName_Kansas,0.2181340602262779
3040,cbpv_max,StateName_Kentucky,0.11389656650191271
3041,cbpv_max,StateName_Louisiana,0.1849309975534588
3042,cbpv_max,StateName_Maine,0.21813406022627765
3043,cbpv_max,StateName_Maryland,0.11845137319443157
3044,cbpv_max,StateName_Michigan,0.08069350382909371
3045,cbpv_max,StateName_Minnesota,0.09729503516550322
3046,cbpv_max,StateName_Mississippi,0.09729503516550331
3047,cbpv_max,StateName_Missouri,0.21813406022627763
3048,cbpv_max,StateName_Montana,0.08069350382909378
3049,cbpv_max,StateName_Nebraska,0.18493099755345854
3050,cbpv_max,StateName_Nevada,0.16087574298069696
3051,cbpv_max,StateName_New Jersey,0.09729503516550325
3052,cbpv_max,StateName_New Mexico,0.18832568058639473
3053,cbpv_max,StateName_New York,0.08069350382909365
3054,cbpv_max,StateName_North Carolina,0.1683294662170491
3055,cbpv_max,StateName_North Dakota,0.0640919724926842
3056,cbpv_max,StateName_Ohio,0.06409197249268413
3057,cbpv_max,StateName_Oklahoma,0.11845137319443158
3058,cbpv_max,StateName_Oregon,0.09729503516550313
3059,cbpv_max,StateName_Pennsylvania,0.06409197249268409
3060,cbpv_max,StateName_South Carolina,0.06684454056754709
3061,cbpv_max,StateName_South Dakota,0.08069350382909364
3062,cbpv_max,StateName_Tennessee,0.0640919724926841
3063,cbpv_max,StateName_Texas,0.06409197249268414
3064,cbpv_max,StateName_Utah,0.0972950351655032
3065,cbpv_max,StateName_Vermont,0.09729503516550314
3066,cbpv_max,StateName_Virginia,0.09729503516550314
3067,cbpv_max,StateName_Washington,0.18493099755345868
3068,cbpv_max,StateName_West Virginia,0.0806935038290936
3069,cbpv_max,StateName_Wisconsin,0.08069350382909359
3070,cbpv_max,StateName_Wyoming,0.21813406022627757
3071,cbpv_max,Region_Midwest,0.024327181827900727
3072,cbpv_max,Region_Northeast,0.057134073208083176
3073,cbpv_max,Region_South,0.12568726383002735
3074,cbpv_max,Region_West,0.19737840733449583
3075,dwv_max,year,
3076,dwv_max,numcol,
3077,dwv_max,yieldpercol,
3078,dwv_max,totalprod,
3079,dwv_max,stocks,
3080,dwv_max,priceperlb,
3081,dwv_max,prodvalue,
3082,dwv_max,nCLOTHIANIDIN,
3083,dwv_max,nIMIDACLOPRID,
3084,dwv_max,nTHIAMETHOXAM,
3085,dwv_max,nACETAMIPRID,
3086,dwv_max,nTHIACLOPRID,
3087,dwv_max,nAllNeonic,
3088,dwv_max,prevyear_nCLOTHIANIDIN,
3089,dwv_max,prevyear_nIMIDACLOPRID,
3090,dwv_max,prevyear_nTHIAMETHOXAM,
3091,dwv_max,prevyear_nACETAMIPRID,
3092,dwv_max,prevyear_nTHIACLOPRID,
3093,dwv_max,NorthDakota_PrevYear,
3094,dwv_max,prevyearyield,
3095,dwv_max,avg_temp,
3096,dwv_max,anomaly,
3097,dwv_max,varroa,
3098,dwv_max,spores,
3099,dwv_max,cbpv_max,
3100,dwv_max,dwv_max,
3101,dwv_max,iapv_max,
3102,dwv_max,kbv_max,
3103,dwv_max,sbpv_max,
3104,dwv_max,abpv_max,
3105,dwv_max,dwv-b_max,
3106,dwv_max,lsv2_max,
3107,dwv_max,mkv_max,
3108,dwv_max,cbpv_prob,
3109,dwv_max,dwv_prob,
3110,dwv_max,iapv_prob,
3111,dwv_max,kbv_prob,
3112,dwv_max,sbpv_prob,
3113,dwv_max,abpv_prob,
3114,dwv_max,dwv-b_prob,
3115,dwv_max,lsv2_prob,
3116,dwv_max,mkv_prob,
3117,dwv_max,prevyearspores,
3118,dwv_max,prevyearvarroa,
3119,dwv_max,urbanicity,
3120,dwv_max,Prev Days with AQI,
3121,dwv_max,Prev Good Days,
3122,dwv_max,Prev Moderate Days,
3123,dwv_max,Prev Unhealthy for Sensitive Groups Days,
3124,dwv_max,Prev Unhealthy Days,
3125,dwv_max,Prev Very Unhealthy Days,
3126,dwv_max,Prev Hazardous Days,
3127,dwv_max,Prev Max AQI,
3128,dwv_max,Prev 90th Percentile AQI,
3129,dwv_max,Prev Median AQI,
3130,dwv_max,Prev Days CO,
3131,dwv_max,Prev Days NO2,
3132,dwv_max,Prev Days Ozone,
3133,dwv_max,Prev Days PM2.5,
3134,dwv_max,Prev Days PM10,
3135,dwv_max,5 Year Avg Days with AQI,
3136,dwv_max,5 Year Avg Good Days,
3137,dwv_max,5 Year Avg Moderate Days,
3138,dwv_max,5 Year Avg Unhealthy for Sensitive Groups Days,
3139,dwv_max,5 Year Avg Unhealthy Days,
3140,dwv_max,5 Year Avg Very Unhealthy Days,
3141,dwv_max,5 Year Avg Hazardous Days,
3142,dwv_max,5 Year Avg Max AQI,
3143,dwv_max,5 Year Avg 90th Percentile AQI,
3144,dwv_max,5 Year Avg Median AQI,
3145,dwv_max,5 Year Avg Days CO,
3146,dwv_max,5 Year Avg Days NO2,
3147,dwv_max,5 Year Avg Days Ozone,
3148,dwv_max,5 Year Avg Days PM2.5,
3149,dwv_max,5 Year Avg Days PM10,
3150,dwv_max,StateName_Alabama,
3151,dwv_max,StateName_Arizona,
3152,dwv_max,StateName_Arkansas,
3153,dwv_max,StateName_California,
3154,dwv_max,StateName_Colorado,
3155,dwv_max,StateName_Florida,
3156,dwv_max,StateName_Georgia,
3157,dwv_max,StateName_Hawaii,
3158,dwv_max,StateName_Idaho,
3159,dwv_max,StateName_Illinois,
3160,dwv_max,StateName_Indiana,
3161,dwv_max,StateName_Iowa,
3162,dwv_max,StateName_Kansas,
3163,dwv_max,StateName_Kentucky,
3164,dwv_max,StateName_Louisiana,
3165,dwv_max,StateName_Maine,
3166,dwv_max,StateName_Maryland,
3167,dwv_max,StateName_Michigan,
3168,dwv_max,StateName_Minnesota,
3169,dwv_max,StateName_Mississippi,
3170,dwv_max,StateName_Missouri,
3171,dwv_max,StateName_Montana,
3172,dwv_max,StateName_Nebraska,
3173,dwv_max,StateName_Nevada,
3174,dwv_max,StateName_New Jersey,
3175,dwv_max,StateName_New Mexico,
3176,dwv_max,StateName_New York,
3177,dwv_max,StateName_North Carolina,
3178,dwv_max,StateName_North Dakota,
3179,dwv_max,StateName_Ohio,
3180,dwv_max,StateName_Oklahoma,
3181,dwv_max,StateName_Oregon,
3182,dwv_max,StateName_Pennsylvania,
3183,dwv_max,StateName_South Carolina,
3184,dwv_max,StateName_South Dakota,
3185,dwv_max,StateName_Tennessee,
3186,dwv_max,StateName_Texas,
3187,dwv_max,StateName_Utah,
3188,dwv_max,StateName_Vermont,
3189,dwv_max,StateName_Virginia,
3190,dwv_max,StateName_Washington,
3191,dwv_max,StateName_West Virginia,
3192,dwv_max,StateName_Wisconsin,
3193,dwv_max,StateName_Wyoming,
3194,dwv_max,Region_Midwest,
3195,dwv_max,Region_Northeast,
3196,dwv_max,Region_South,
3197,dwv_max,Region_West,
3198,iapv_max,year,0.021041543138922654
3199,iapv_max,numcol,0.2176324731246514
3200,iapv_max,yieldpercol,0.018424901373432633
3201,iapv_max,totalprod,0.20404594666790793
3202,iapv_max,stocks,0.1988554337966169
3203,iapv_max,priceperlb,0.018986574697214237
3204,iapv_max,prodvalue,0.1880507833063306
3205,iapv_max,nCLOTHIANIDIN,0.045193096277478424
3206,iapv_max,nIMIDACLOPRID,0.08268127638617796
3207,iapv_max,nTHIAMETHOXAM,0.02398491747318432
3208,iapv_max,nACETAMIPRID,0.07049338761606948
3209,iapv_max,nTHIACLOPRID,0.07747741694851919
3210,iapv_max,nAllNeonic,0.06451557268488028
3211,iapv_max,prevyear_nCLOTHIANIDIN,0.05551982670224038
3212,iapv_max,prevyear_nIMIDACLOPRID,0.08362165956980754
3213,iapv_max,prevyear_nTHIAMETHOXAM,0.006813813136359199
3214,iapv_max,prevyear_nACETAMIPRID,0.06465118606383215
3215,iapv_max,prevyear_nTHIACLOPRID,0.07350406119792185
3216,iapv_max,NorthDakota_PrevYear,0.008287082116726519
3217,iapv_max,prevyearyield,0.01021029166435537
3218,iapv_max,avg_temp,0.10429036070288536
3219,iapv_max,anomaly,0.012853684409457286
3220,iapv_max,varroa,0.025418005077760843
3221,iapv_max,spores,0.0544297493573495
3222,iapv_max,cbpv_max,0.60090421696025
3223,iapv_max,dwv_max,
3224,iapv_max,iapv_max,1.0
3225,iapv_max,kbv_max,0.5255083927446503
3226,iapv_max,sbpv_max,
3227,iapv_max,abpv_max,0.5681573201852692
3228,iapv_max,dwv-b_max,0.5983890650815672
3229,iapv_max,lsv2_max,0.5943644562715472
3230,iapv_max,mkv_max,
3231,iapv_max,cbpv_prob,0.20961925700355152
3232,iapv_max,dwv_prob,0.01739396605060595
3233,iapv_max,iapv_prob,0.22744000167481004
3234,iapv_max,kbv_prob,0.12855644697288987
3235,iapv_max,sbpv_prob,
3236,iapv_max,abpv_prob,0.12801261759222027
3237,iapv_max,dwv-b_prob,0.5716405037800798
3238,iapv_max,lsv2_prob,0.07717197501235458
3239,iapv_max,mkv_prob,
3240,iapv_max,prevyearspores,0.05762994976464508
3241,iapv_max,prevyearvarroa,0.02216727839693451
3242,iapv_max,urbanicity,0.08610359822835507
3243,iapv_max,Prev Days with AQI,0.1261760282106794
3244,iapv_max,Prev Good Days,0.1497760105956894
3245,iapv_max,Prev Moderate Days,0.049937867445517724
3246,iapv_max,Prev Unhealthy for Sensitive Groups Days,0.014186703156866666
3247,iapv_max,Prev Unhealthy Days,0.038712836518917916
3248,iapv_max,Prev Very Unhealthy Days,0.0068709249703203966
3249,iapv_max,Prev Hazardous Days,0.1541422496714793
3250,iapv_max,Prev Max AQI,0.017793572931213492
3251,iapv_max,Prev 90th Percentile AQI,0.013763362737227482
3252,iapv_max,Prev Median AQI,0.04996358935598476
3253,iapv_max,Prev Days CO,0.06548092336690836
3254,iapv_max,Prev Days NO2,0.15384478789284003
3255,iapv_max,Prev Days Ozone,0.03338603602798857
3256,iapv_max,Prev Days PM2.5,0.14849860675647322
3257,iapv_max,Prev Days PM10,0.13329840634964066
3258,iapv_max,5 Year Avg Days with AQI,0.14741271929219368
3259,iapv_max,5 Year Avg Good Days,0.1700762484384912
3260,iapv_max,5 Year Avg Moderate Days,0.033044945977506734
3261,iapv_max,5 Year Avg Unhealthy for Sensitive Groups Days,0.021381898358926614
3262,iapv_max,5 Year Avg Unhealthy Days,0.05717234549905089
3263,iapv_max,5 Year Avg Very Unhealthy Days,0.029613023349646547
3264,iapv_max,5 Year Avg Hazardous Days,0.1888039787332952
3265,iapv_max,5 Year Avg Max AQI,0.030276712985378866
3266,iapv_max,5 Year Avg 90th Percentile AQI,0.020304629435721682
3267,iapv_max,5 Year Avg Median AQI,0.035329828689608114
3268,iapv_max,5 Year Avg Days CO,0.09553480247284678
3269,iapv_max,5 Year Avg Days NO2,0.15379523680449247
3270,iapv_max,5 Year Avg Days Ozone,0.035318590078049855
3271,iapv_max,5 Year Avg Days PM2.5,0.1522294090520399
3272,iapv_max,5 Year Avg Days PM10,0.11158681062683558
3273,iapv_max,StateName_Alabama,0.05345162258591487
3274,iapv_max,StateName_Arizona,0.2759079605679582
3275,iapv_max,StateName_Arkansas,0.09004713182523401
3276,iapv_max,StateName_California,0.07174937720557432
3277,iapv_max,StateName_Colorado,0.05345162258591459
3278,iapv_max,StateName_Florida,0.09004713182523376
3279,iapv_max,StateName_Georgia,0.05345162258591466
3280,iapv_max,StateName_Hawaii,0.03515386796625504
3281,iapv_max,StateName_Idaho,0.07174937720557438
3282,iapv_max,StateName_Illinois,0.09004713182523384
3283,iapv_max,StateName_Indiana,0.053451622585914724
3284,iapv_max,StateName_Iowa,0.05345162258591478
3285,iapv_max,StateName_Kansas,0.0900471318252338
3286,iapv_max,StateName_Kentucky,0.09004713182523376
3287,iapv_max,StateName_Louisiana,0.2393124513286389
3288,iapv_max,StateName_Maine,0.2759079605679582
3289,iapv_max,StateName_Maryland,0.14982381371642742
3290,iapv_max,StateName_Michigan,0.07174937720557421
3291,iapv_max,StateName_Minnesota,0.07174937720557426
3292,iapv_max,StateName_Mississippi,0.27590796056795813
3293,iapv_max,StateName_Missouri,0.09004713182523384
3294,iapv_max,StateName_Montana,0.07174937720557427
3295,iapv_max,StateName_Nebraska,0.23931245132863885
3296,iapv_max,StateName_Nevada,0.20348449070546384
3297,iapv_max,StateName_New Jersey,0.07174937720557435
3298,iapv_max,StateName_New Mexico,0.23820468201648337
3299,iapv_max,StateName_New York,0.053451622585914765
3300,iapv_max,StateName_North Carolina,0.2210146967089794
3301,iapv_max,StateName_North Dakota,0.09004713182523386
3302,iapv_max,StateName_Ohio,0.0534516225859148
3303,iapv_max,StateName_Oklahoma,0.14982381371642736
3304,iapv_max,StateName_Oregon,0.09004713182523408
3305,iapv_max,StateName_Pennsylvania,0.05345162258591486
3306,iapv_max,StateName_South Carolina,0.05284759094280547
3307,iapv_max,StateName_South Dakota,0.09004713182523404
3308,iapv_max,StateName_Tennessee,0.053451622585914786
3309,iapv_max,StateName_Texas,0.07174937720557449
3310,iapv_max,StateName_Utah,0.05345162258591479
3311,iapv_max,StateName_Vermont,0.09004713182523391
3312,iapv_max,StateName_Virginia,0.07174937720557432
3313,iapv_max,StateName_Washington,0.09004713182523394
3314,iapv_max,StateName_West Virginia,0.07174937720557437
3315,iapv_max,StateName_Wisconsin,0.09004713182523401
3316,iapv_max,StateName_Wyoming,0.2759079605679583
3317,iapv_max,Region_Midwest,0.20481340264863435
3318,iapv_max,Region_Northeast,0.0033968091477074346
3319,iapv_max,Region_South,0.07440599486526851
3320,iapv_max,Region_West,0.12866688490140205
3321,kbv_max,year,0.016924401472221146
3322,kbv_max,numcol,0.2194295782105578
3323,kbv_max,yieldpercol,0.19348219720872215
3324,kbv_max,totalprod,0.2382965691233613
3325,kbv_max,stocks,0.2535541200541788
3326,kbv_max,priceperlb,0.0269830305349166
3327,kbv_max,prodvalue,0.1925612385459617
3328,kbv_max,nCLOTHIANIDIN,0.12815500064998886
3329,kbv_max,nIMIDACLOPRID,0.1181504613207407
3330,kbv_max,nTHIAMETHOXAM,0.1321057908282311
3331,kbv_max,nACETAMIPRID,0.059100905453079305
3332,kbv_max,nTHIACLOPRID,0.04942344995613858
3333,kbv_max,nAllNeonic,0.1464691071310284
3334,kbv_max,prevyear_nCLOTHIANIDIN,0.16093706775918573
3335,kbv_max,prevyear_nIMIDACLOPRID,0.11376214365289229
3336,kbv_max,prevyear_nTHIAMETHOXAM,0.11709626947440169
3337,kbv_max,prevyear_nACETAMIPRID,0.058125880418220754
3338,kbv_max,prevyear_nTHIACLOPRID,0.05168216316385489
3339,kbv_max,NorthDakota_PrevYear,0.012660476443141517
3340,kbv_max,prevyearyield,0.18513454479998961
3341,kbv_max,avg_temp,0.06061925689253777
3342,kbv_max,anomaly,0.008805230608523599
3343,kbv_max,varroa,0.040446142643190255
3344,kbv_max,spores,0.005323330169679204
3345,kbv_max,cbpv_max,0.36892452849643625
3346,kbv_max,dwv_max,
3347,kbv_max,iapv_max,0.5255083927446503
3348,kbv_max,kbv_max,1.0
3349,kbv_max,sbpv_max,
3350,kbv_max,abpv_max,0.4889816296667551
3351,kbv_max,dwv-b_max,0.37096566843614054
3352,kbv_max,lsv2_max,0.4954971530556548
3353,kbv_max,mkv_max,
3354,kbv_max,cbpv_prob,0.09437655510944387
3355,kbv_max,dwv_prob,0.026435002697536895
3356,kbv_max,iapv_prob,0.19404896691018922
3357,kbv_max,kbv_prob,0.25730582577478234
3358,kbv_max,sbpv_prob,
3359,kbv_max,abpv_prob,0.1652071814223633
3360,kbv_max,dwv-b_prob,0.3614527539210686
3361,kbv_max,lsv2_prob,0.030541437052558917
3362,kbv_max,mkv_prob,
3363,kbv_max,prevyearspores,0.12431433947396556
3364,kbv_max,prevyearvarroa,0.04464778204657884
3365,kbv_max,urbanicity,0.10990141454368514
3366,kbv_max,Prev Days with AQI,0.025890363311947072
3367,kbv_max,Prev Good Days,0.04039100992895955
3368,kbv_max,Prev Moderate Days,0.12693050849526907
3369,kbv_max,Prev Unhealthy for Sensitive Groups Days,0.029881220374324467
3370,kbv_max,Prev Unhealthy Days,0.03530269454216783
3371,kbv_max,Prev Very Unhealthy Days,0.00020480837087530378
3372,kbv_max,Prev Hazardous Days,0.07940777572932839
3373,kbv_max,Prev Max AQI,0.07852418139398716
3374,kbv_max,Prev 90th Percentile AQI,0.03480116106140354
3375,kbv_max,Prev Median AQI,0.08467183942222122
3376,kbv_max,Prev Days CO,0.09197373817731408
3377,kbv_max,Prev Days NO2,0.11315427863276449
3378,kbv_max,Prev Days Ozone,0.008230730192549714
3379,kbv_max,Prev Days PM2.5,0.004616921045339487
3380,kbv_max,Prev Days PM10,0.13007846047830177
3381,kbv_max,5 Year Avg Days with AQI,0.01231450552638621
3382,kbv_max,5 Year Avg Good Days,0.05246995398928415
3383,kbv_max,5 Year Avg Moderate Days,0.12017177485589092
3384,kbv_max,5 Year Avg Unhealthy for Sensitive Groups Days,0.047917465933741736
3385,kbv_max,5 Year Avg Unhealthy Days,0.03657129763236983
3386,kbv_max,5 Year Avg Very Unhealthy Days,0.02067892515275692
3387,kbv_max,5 Year Avg Hazardous Days,0.09703848745309676
3388,kbv_max,5 Year Avg Max AQI,0.09060241907522676
3389,kbv_max,5 Year Avg 90th Percentile AQI,0.038328146876799606
3390,kbv_max,5 Year Avg Median AQI,0.07860622885647417
3391,kbv_max,5 Year Avg Days CO,0.1061741547449968
3392,kbv_max,5 Year Avg Days NO2,0.10365835102607522
3393,kbv_max,5 Year Avg Days Ozone,0.013478381225025156
3394,kbv_max,5 Year Avg Days PM2.5,0.015753448563721295
3395,kbv_max,5 Year Avg Days PM10,0.12628609553065917
3396,kbv_max,StateName_Alabama,0.08323673903028837
3397,kbv_max,StateName_Arizona,0.18920089571878762
3398,kbv_max,StateName_Arkansas,0.09926248225082228
3399,kbv_max,StateName_California,0.13131396869189027
3400,kbv_max,StateName_Colorado,0.17317515249825358
3401,kbv_max,StateName_Florida,0.08323673903028833
3402,kbv_max,StateName_Georgia,0.12509792283665228
3403,kbv_max,StateName_Hawaii,0.09926248225082218
3404,kbv_max,StateName_Idaho,0.18920089571878748
3405,kbv_max,StateName_Illinois,0.1152882254713561
3406,kbv_max,StateName_Indiana,0.0992624822508222
3407,kbv_max,StateName_Iowa,0.0832367390302883
3408,kbv_max,StateName_Kansas,0.13131396869189016
3409,kbv_max,StateName_Kentucky,0.17317515249825371
3410,kbv_max,StateName_Louisiana,0.1892008957187876
3411,kbv_max,StateName_Maine,0.1892008957187876
3412,kbv_max,StateName_Maryland,0.10274005757862452
3413,kbv_max,StateName_Michigan,0.09926248225082208
3414,kbv_max,StateName_Minnesota,0.0992624822508221
3415,kbv_max,StateName_Mississippi,0.17317515249825405
3416,kbv_max,StateName_Missouri,0.13131396869188994
3417,kbv_max,StateName_Montana,0.08323673903028812
3418,kbv_max,StateName_Nebraska,0.1152882254713558
3419,kbv_max,StateName_Nevada,0.13953728564809764
3420,kbv_max,StateName_New Jersey,0.08323673903028804
3421,kbv_max,StateName_New Mexico,0.16334628080014027
3422,kbv_max,StateName_New York,0.08323673903028801
3423,kbv_max,StateName_North Carolina,0.15714940927772017
3424,kbv_max,StateName_North Dakota,0.09926248225082195
3425,kbv_max,StateName_Ohio,0.09926248225082186
3426,kbv_max,StateName_Oklahoma,0.1027400575786247
3427,kbv_max,StateName_Oregon,0.11528822547135571
3428,kbv_max,StateName_Pennsylvania,0.15714940927772045
