,StateName,year,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,Region,nCLOTHIANIDIN,nIMIDACLOPRID,nTHIAMETHOXAM,nACETAMIPRID,nTHIACLOPRID,nAllNeonic,prevyear_nCLOTHIANIDIN,prevyear_nIMIDACLOPRID,prevyear_nTHIAMETHOXAM,prevyear_nACETAMIPRID,prevyear_nTHIACLOPRID,NorthDakota_PrevYear,prevyearyield
136,Georgia,2014,73000.0,62,4526000.0,362000.0,2.19,9912000.0,South,7799.7,27802.7,16303.3,27.0,0.0,51932.7,4551.9,17838.7,22223.9,33.7,0.0,69.0,50.0
137,Georgia,1998,75000.0,56,4200000.0,307000.0,0.69,2898000.0,South,0.0,5259.6,0.0,0.0,0.0,5259.6,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,52.15
138,Georgia,2016,96000.0,39,3744000.0,899000.0,2.69,10071000.0,South,4515.6,42934.0,9302.7,63.5,0.0,56815.8,1734.4,24940.5,2930.0,41.6,0.0,74.0,40.0
139,Georgia,2017,99000.0,32,3168000.0,190000.0,2.96,9377000.0,South,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,4515.6,42934.0,9302.7,63.5,0.0,78.0,39.0
140,Hawaii,2012,10000.0,75,750000.0,263000.0,4.15,3113000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,71.0,74.0
141,Hawaii,2010,10000.0,77,770000.0,239000.0,2.75,2118000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,77.0,95.0
142,Hawaii,2008,10000.0,90,900000.0,225000.0,1.59,1431000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,74.0,92.0
143,Hawaii,2007,10000.0,92,920000.0,285000.0,1.7,1564000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,74.0,93.0
144,Hawaii,2006,10000.0,93,930000.0,233000.0,1.21,1125000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,91.0,131.0
145,Hawaii,2009,10000.0,95,950000.0,323000.0,1.76,1672000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,90.0,90.0
146,Hawaii,2017,12000.0,131,1572000.0,16000.0,1.51,2374000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,78.0,113.0
147,Hawaii,2013,13000.0,83,1079000.0,65000.0,1.97,2126000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,69.0,75.0
148,Hawaii,2015,14000.0,102,1428000.0,71000.0,1.91,2727000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,86.0,93.0
149,Hawaii,2014,15000.0,93,1395000.0,140000.0,2.29,3195000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,69.0,83.0
150,Hawaii,2016,16000.0,113,1808000.0,127000.0,2.31,4176000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,74.0,102.0
151,Hawaii,2000,7000.0,112,784000.0,125000.0,0.82,643000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,105.0,80.0
152,Hawaii,2003,7000.0,114,798000.0,43000.0,1.45,1157000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,75.0,136.0
153,Hawaii,2002,7000.0,136,952000.0,29000.0,1.11,1057000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,96.0,87.0
154,Hawaii,1998,8000.0,118,944000.0,66000.0,0.77,727000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,99.6
155,Hawaii,1999,8000.0,80,640000.0,32000.0,0.8,512000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,128.0,118.0
156,Hawaii,2001,8000.0,87,696000.0,84000.0,0.87,606000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,115.0,112.0
157,Hawaii,2004,8000.0,96,768000.0,77000.0,1.59,1221000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,87.0,114.0
158,Hawaii,2005,9000.0,131,1179000.0,283000.0,1.43,1686000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,78.0,96.0
159,Hawaii,2011,9000.0,74,666000.0,246000.0,3.65,2431000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,91.0,77.0
160,Iowa,2008,24000.0,62,1488000.0,580000.0,1.58,2351000.0,Midwest,95696.0,16994.9,37337.2,0.9,0.0,150029.0,55855.6,6057.1,31059.7,7.9,0.0,74.0,81.0
161,Iowa,2011,25000.0,62,1550000.0,961000.0,1.96,3038000.0,Midwest,129359.2,36744.7,56816.9,10.3,0.0,222931.1,61314.3,75558.9,48152.2,5.8,0.0,91.0,49.0
162,Iowa,2009,26000.0,42,1092000.0,339000.0,1.6,1747000.0,Midwest,87469.4,17994.1,52617.1,7.5,0.0,158088.1,95696.0,16994.9,37337.2,0.9,0.0,90.0,62.0
163,Iowa,2007,26000.0,81,2106000.0,1221000.0,1.31,2759000.0,Midwest,55855.6,6057.1,31059.7,7.9,0.0,92980.3,48965.9,4205.2,18630.3,8.4,0.0,74.0,84.0
164,Iowa,2006,26000.0,84,2184000.0,1441000.0,1.37,2992000.0,Midwest,48965.9,4205.2,18630.3,8.4,0.0,71809.8,39662.1,5884.9,8273.3,9.1,0.0,91.0,88.0
165,Iowa,2010,27000.0,49,1323000.0,463000.0,1.92,2540000.0,Midwest,61314.3,75558.9,48152.2,5.8,0.0,185031.2,87469.4,17994.1,52617.1,7.5,0.0,77.0,42.0
166,Iowa,2005,28000.0,88,2464000.0,1232000.0,1.21,2981000.0,Midwest,39662.1,5884.9,8273.3,9.1,0.0,53829.4,21798.9,8143.3,5280.1,16.0,0.0,78.0,67.0
167,Iowa,2000,30000.0,67,2010000.0,1206000.0,0.68,1367000.0,Midwest,0.0,61.4,0.0,0.0,0.0,61.4,0.0,65.5,0.0,0.0,0.0,105.0,65.0
168,Iowa,2003,32000.0,59,1888000.0,868000.0,1.42,2681000.0,Midwest,0.0,79.4,4.4,9.2,0.0,93.0,0.0,102.5,3.3,0.0,0.0,75.0,70.0
169,Iowa,2001,33000.0,51,1683000.0,875000.0,0.75,1262000.0,Midwest,0.0,57.6,0.6,0.0,0.0,58.2,0.0,61.4,0.0,0.0,0.0,115.0,67.0
170,Iowa,2002,33000.0,70,2310000.0,901000.0,1.43,3303000.0,Midwest,0.0,102.5,3.3,0.0,0.0,105.8,0.0,57.6,0.6,0.0,0.0,96.0,51.0
171,Iowa,2014,35000.0,43,1505000.0,933000.0,2.41,3627000.0,Midwest,256886.6,53938.0,64834.6,11.9,0.0,375671.1,214836.0,70715.7,49952.7,25.5,0.0,69.0,48.0
172,Iowa,2017,35000.0,58,2030000.0,1035000.0,2.22,4507000.0,Midwest,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,0.0,3160.6,1105.8,7.0,0.0,78.0,48.0
173,Iowa,2004,35000.0,67,2345000.0,1337000.0,1.06,2486000.0,Midwest,21798.9,8143.3,5280.1,16.0,0.0,35238.3,0.0,79.4,4.4,9.2,0.0,87.0,59.0
174,Iowa,2015,36000.0,50,1800000.0,990000.0,2.2,3960000.0,Midwest,3.2,4945.6,6004.2,3.3,0.0,10956.3,256886.6,53938.0,64834.6,11.9,0.0,86.0,43.0
175,Iowa,2016,37000.0,48,1776000.0,746000.0,2.08,3694000.0,Midwest,0.0,3160.6,1105.8,7.0,0.0,4273.4,3.2,4945.6,6004.2,3.3,0.0,74.0,50.0
176,Iowa,2012,37000.0,61,2257000.0,1196000.0,2.17,4898000.0,Midwest,168229.2,49328.3,59286.2,11.0,0.0,276854.7,129359.2,36744.7,56816.9,10.3,0.0,71.0,62.0
177,Iowa,2013,39000.0,48,1872000.0,1217000.0,2.45,4586000.0,Midwest,214836.0,70715.7,49952.7,25.5,0.0,335529.9,168229.2,49328.3,59286.2,11.0,0.0,69.0,61.0
178,Iowa,1999,40000.0,65,2600000.0,2028000.0,0.65,1690000.0,Midwest,0.0,65.5,0.0,0.0,0.0,65.5,0.0,322.4,0.0,0.0,0.0,128.0,78.0
179,Iowa,1998,50000.0,78,3900000.0,2301000.0,0.7,2730000.0,Midwest,0.0,322.4,0.0,0.0,0.0,322.4,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,61.65
180,Idaho,2003,100000.0,46,4600000.0,1380000.0,1.33,6118000.0,West,0.0,3601.3,575.4,27.1,0.0,4203.8,0.0,2132.6,1352.3,4.5,0.0,75.0,57.0
181,Idaho,2001,100000.0,46,4600000.0,1610000.0,0.67,3082000.0,West,0.0,2620.4,145.1,0.0,0.0,2765.5,0.0,4524.8,0.0,0.0,0.0,115.0,47.0
182,Idaho,2000,100000.0,47,4700000.0,2679000.0,0.52,2444000.0,West,0.0,4524.8,0.0,0.0,0.0,4524.8,0.0,906.8,0.0,0.0,0.0,105.0,48.0
183,Idaho,2002,100000.0,57,5700000.0,1653000.0,1.37,7809000.0,West,0.0,2132.6,1352.3,4.5,0.0,3489.4,0.0,2620.4,145.1,0.0,0.0,96.0,46.0
184,Idaho,2004,100000.0,63,6300000.0,2520000.0,1.02,6426000.0,West,0.3,3398.2,973.4,133.9,60.7,4566.5,0.0,3601.3,575.4,27.1,0.0,87.0,46.0
185,Idaho,2014,100000.0,34,3400000.0,850000.0,2.03,6902000.0,West,6741.1,30798.5,5683.5,40.1,31.2,43294.4,4217.4,27564.6,7735.4,44.4,19.4,69.0,32.0
186,Idaho,2009,103000.0,46,4738000.0,1706000.0,1.52,7202000.0,West,2353.4,22734.0,3717.1,61.7,19.3,28885.5,470.2,15855.1,1813.0,76.1,15.6,90.0,40.0
187,Idaho,1999,120000.0,48,5760000.0,3110000.0,0.59,3398000.0,West,0.0,906.8,0.0,0.0,0.0,906.8,0.0,2116.3,0.0,0.0,0.0,128.0,50.0
188,Idaho,1998,120000.0,50,6000000.0,2220000.0,0.65,3900000.0,West,0.0,2116.3,0.0,0.0,0.0,2116.3,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,41.8
189,Idaho,2013,83000.0,32,2656000.0,1036000.0,2.02,5365000.0,West,4217.4,27564.6,7735.4,44.4,19.4,39581.2,3325.7,34000.0,5972.2,87.5,4.9,69.0,32.0
190,Idaho,2011,87000.0,36,3132000.0,1879000.0,1.78,5575000.0,West,1157.6,25864.1,4727.0,108.7,27.6,31885.0,4288.3,19051.4,6740.8,143.4,36.7,91.0,27.0
191,Idaho,2015,89000.0,32,2848000.0,1082000.0,1.93,5497000.0,West,0.3,20995.8,178.2,53.3,3.2,21230.8,6741.1,30798.5,5683.5,40.1,31.2,86.0,34.0
192,Idaho,2008,90000.0,40,3600000.0,1440000.0,1.46,5256000.0,West,470.2,15855.1,1813.0,76.1,15.6,18230.0,60.6,9556.5,1220.5,67.5,18.6,74.0,41.0
193,Idaho,2012,92000.0,32,2944000.0,530000.0,1.63,4799000.0,West,3325.7,34000.0,5972.2,87.5,4.9,43390.3,1157.6,25864.1,4727.0,108.7,27.6,71.0,36.0
194,Idaho,2007,92000.0,41,3772000.0,1848000.0,1.15,4338000.0,West,60.6,9556.5,1220.5,67.5,18.6,10923.7,1186.8,5475.7,1106.5,157.1,2.8,74.0,44.0
195,Idaho,2005,95000.0,37,3515000.0,1793000.0,0.8,2812000.0,West,99.1,3750.9,1607.9,117.0,23.0,5597.9,0.3,3398.2,973.4,133.9,60.7,78.0,63.0
196,Idaho,2017,95000.0,44,4180000.0,1045000.0,1.79,7482000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,1.1,16642.4,2278.5,115.6,0.0,78.0,34.0
197,Idaho,2006,95000.0,44,4180000.0,2592000.0,0.97,4055000.0,West,1186.8,5475.7,1106.5,157.1,2.8,7928.9,99.1,3750.9,1607.9,117.0,23.0,91.0,37.0
198,Idaho,2010,97000.0,27,2619000.0,1179000.0,1.61,4217000.0,West,4288.3,19051.4,6740.8,143.4,36.7,30260.6,2353.4,22734.0,3717.1,61.7,19.3,77.0,46.0
199,Idaho,2016,97000.0,34,3298000.0,1253000.0,1.82,6002000.0,West,1.1,16642.4,2278.5,115.6,0.0,19037.6,0.3,20995.8,178.2,53.3,3.2,74.0,32.0
200,Illinois,2016,10000.0,48,480000.0,77000.0,5.42,2602000.0,Midwest,2.5,8139.3,2710.1,0.0,0.0,10851.9,17.1,6849.6,15849.1,80.9,0.0,74.0,51.0
201,Illinois,2006,10000.0,66,660000.0,356000.0,2.14,1412000.0,Midwest,39370.0,2538.7,8750.8,74.9,64.3,50798.7,47239.0,7969.5,4114.8,74.2,0.0,91.0,85.0
202,Illinois,2017,11000.0,46,506000.0,167000.0,4.76,2409000.0,Midwest,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,2.5,8139.3,2710.1,0.0,0.0,78.0,48.0
203,Illinois,2001,6000.0,76,456000.0,251000.0,1.58,720000.0,Midwest,0.0,650.8,0.0,0.0,0.0,650.8,0.0,416.4,0.0,0.0,0.0,115.0,61.0
204,Illinois,2013,7000.0,48,336000.0,101000.0,4.19,1408000.0,Midwest,222432.9,79582.5,31131.3,178.9,0.0,333325.6,212756.9,58895.9,38048.5,152.7,0.0,69.0,61.0
205,Illinois,2011,7000.0,50,350000.0,98000.0,3.9,1365000.0,Midwest,130241.7,66760.4,30175.8,98.2,0.0,227276.1,78975.3,74302.9,34804.7,24.5,0.0,91.0,41.0
206,Illinois,2004,7000.0,55,385000.0,193000.0,1.86,716000.0,Midwest,38467.5,7921.4,2068.2,456.9,110.5,49024.5,0.0,790.6,21.7,46.3,0.0,87.0,60.0
207,Illinois,2003,7000.0,60,420000.0,252000.0,1.83,769000.0,Midwest,0.0,790.6,21.7,46.3,0.0,858.6,0.0,293.7,15.7,0.0,0.0,75.0,80.0
208,Illinois,2012,7000.0,61,427000.0,145000.0,3.55,1516000.0,Midwest,212756.9,58895.9,38048.5,152.7,0.0,309854.0,130241.7,66760.4,30175.8,98.2,0.0,71.0,50.0
209,Illinois,2009,8000.0,34,272000.0,57000.0,2.55,694000.0,Midwest,87037.3,8471.3,33399.8,123.2,0.0,129031.6,83463.1,10470.0,17551.8,24.9,0.0,90.0,56.0
210,Illinois,2014,8000.0,49,392000.0,94000.0,4.11,1611000.0,Midwest,278498.8,85852.3,38568.4,92.1,0.0,403011.6,222432.9,79582.5,31131.3,178.9,0.0,69.0,48.0
211,Illinois,2015,8000.0,51,408000.0,155000.0,4.66,1901000.0,Midwest,17.1,6849.6,15849.1,80.9,0.0,22796.7,278498.8,85852.3,38568.4,92.1,0.0,86.0,49.0
212,Illinois,2008,8000.0,56,448000.0,116000.0,2.59,1160000.0,Midwest,83463.1,10470.0,17551.8,24.9,0.0,111509.8,59760.1,6555.4,14219.0,73.1,0.0,74.0,63.0
213,Illinois,2000,8000.0,61,488000.0,146000.0,1.17,571000.0,Midwest,0.0,416.4,0.0,0.0,0.0,416.4,0.0,231.0,0.0,0.0,0.0,105.0,66.0
214,Illinois,2005,8000.0,85,680000.0,408000.0,1.84,1251000.0,Midwest,47239.0,7969.5,4114.8,74.2,0.0,59397.5,38467.5,7921.4,2068.2,456.9,110.5,78.0,55.0
215,Illinois,2010,9000.0,41,369000.0,92000.0,2.78,1026000.0,Midwest,78975.3,74302.9,34804.7,24.5,0.0,188107.4,87037.3,8471.3,33399.8,123.2,0.0,77.0,34.0
216,Illinois,2007,9000.0,63,567000.0,374000.0,2.49,1412000.0,Midwest,59760.1,6555.4,14219.0,73.1,0.0,80607.6,39370.0,2538.7,8750.8,74.9,64.3,74.0,66.0
217,Illinois,1999,9000.0,66,594000.0,327000.0,1.15,683000.0,Midwest,0.0,231.0,0.0,0.0,0.0,231.0,0.0,200.9,0.0,0.0,0.0,128.0,71.0
218,Illinois,1998,9000.0,71,639000.0,204000.0,1.19,760000.0,Midwest,0.0,200.9,0.0,0.0,0.0,200.9,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,58.35
219,Illinois,2002,9000.0,80,720000.0,130000.0,1.47,1058000.0,Midwest,0.0,293.7,15.7,0.0,0.0,309.4,0.0,650.8,0.0,0.0,0.0,96.0,76.0
220,Indiana,2010,10000.0,43,430000.0,151000.0,2.23,959000.0,Midwest,38671.5,50011.9,16785.9,30.8,13.7,105513.8,37115.0,13889.8,15124.8,76.8,19.8,77.0,32.0
221,Indiana,1999,10000.0,81,810000.0,437000.0,0.9,729000.0,Midwest,0.0,458.3,0.0,0.0,0.0,458.3,0.0,93.1,0.0,0.0,0.0,128.0,92.0
222,Indiana,2003,5000.0,56,280000.0,78000.0,1.66,465000.0,Midwest,0.0,441.8,69.0,65.5,0.0,576.3,0.0,255.7,30.2,0.0,0.0,75.0,62.0
223,Indiana,2014,5000.0,62,310000.0,115000.0,3.19,989000.0,Midwest,149287.3,66659.6,18844.2,56.8,0.4,234848.3,123068.8,37155.9,23874.4,27.6,0.0,69.0,47.0
224,Indiana,2013,6000.0,47,282000.0,82000.0,2.77,781000.0,Midwest,123068.8,37155.9,23874.4,27.6,0.0,184126.7,108503.1,52850.4,19470.2,28.2,1.7,69.0,59.0
225,Indiana,2015,6000.0,53,318000.0,165000.0,3.23,1027000.0,Midwest,7.1,2418.8,1287.9,38.3,0.0,3752.1,149287.3,66659.6,18844.2,56.8,0.4,86.0,62.0
226,Indiana,2017,7000.0,48,336000.0,128000.0,3.94,1324000.0,Midwest,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,6.4,1768.4,937.9,35.3,0.0,78.0,62.0
227,Indiana,2006,7000.0,54,378000.0,125000.0,1.58,597000.0,Midwest,28214.9,4295.6,10034.6,32.6,53.1,42630.8,39014.6,2692.9,6777.0,41.7,24.5,91.0,64.0
228,Indiana,2004,7000.0,59,413000.0,145000.0,1.47,607000.0,Midwest,18854.2,3633.8,2092.6,66.7,83.6,24730.9,0.0,441.8,69.0,65.5,0.0,87.0,56.0
229,Indiana,2016,7000.0,62,434000.0,208000.0,3.46,1502000.0,Midwest,6.4,1768.4,937.9,35.3,0.0,2748.0,7.1,2418.8,1287.9,38.3,0.0,74.0,53.0
230,Indiana,2008,7000.0,67,469000.0,150000.0,1.68,788000.0,Midwest,37050.8,2742.7,10810.1,20.2,18.6,50642.4,45215.8,7096.6,10117.2,40.6,10.2,74.0,53.0
231,Indiana,2001,7000.0,76,532000.0,186000.0,0.92,489000.0,Midwest,0.0,393.3,0.0,0.0,0.0,393.3,0.0,228.9,0.0,0.0,0.0,115.0,65.0
232,Indiana,2011,8000.0,51,408000.0,147000.0,2.14,873000.0,Midwest,56387.8,53736.8,15199.8,45.6,4.3,125374.3,38671.5,50011.9,16785.9,30.8,13.7,91.0,43.0
233,Indiana,2007,8000.0,53,424000.0,119000.0,1.5,636000.0,Midwest,45215.8,7096.6,10117.2,40.6,10.2,62480.4,28214.9,4295.6,10034.6,32.6,53.1,74.0,54.0
234,Indiana,2012,8000.0,59,472000.0,203000.0,2.54,1199000.0,Midwest,108503.1,52850.4,19470.2,28.2,1.7,180853.6,56387.8,53736.8,15199.8,45.6,4.3,71.0,51.0
235,Indiana,2002,8000.0,62,496000.0,233000.0,1.19,590000.0,Midwest,0.0,255.7,30.2,0.0,0.0,285.9,0.0,393.3,0.0,0.0,0.0,96.0,76.0
236,Indiana,2005,8000.0,64,512000.0,189000.0,1.18,604000.0,Midwest,39014.6,2692.9,6777.0,41.7,24.5,48550.7,18854.2,3633.8,2092.6,66.7,83.6,78.0,59.0
237,Indiana,2000,8000.0,65,520000.0,286000.0,1.03,536000.0,Midwest,0.0,228.9,0.0,0.0,0.0,228.9,0.0,458.3,0.0,0.0,0.0,105.0,81.0
238,Indiana,2009,9000.0,32,288000.0,101000.0,2.02,582000.0,Midwest,37115.0,13889.8,15124.8,76.8,19.8,66226.2,37050.8,2742.7,10810.1,20.2,18.6,90.0,67.0
239,Indiana,1998,9000.0,92,828000.0,489000.0,0.85,704000.0,Midwest,0.0,93.1,0.0,0.0,0.0,93.1,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,59.3
240,Kansas,2008,10000.0,61,610000.0,128000.0,1.55,946000.0,Midwest,18574.2,6267.3,11798.4,0.0,0.0,36639.9,20029.0,1155.9,6636.6,0.0,235.3,74.0,40.0
241,Kansas,2001,13000.0,51,663000.0,530000.0,0.96,636000.0,Midwest,0.0,46.9,0.0,0.0,0.0,46.9,0.0,28.7,0.0,0.0,0.0,115.0,68.0
242,Kansas,1999,13000.0,67,871000.0,854000.0,1.11,967000.0,Midwest,0.0,22.6,0.0,0.0,0.0,22.6,0.0,20.1,0.0,0.0,0.0,128.0,46.0
243,Kansas,2007,14000.0,40,560000.0,196000.0,1.18,661000.0,Midwest,20029.0,1155.9,6636.6,0.0,235.3,28056.8,12961.0,3964.6,9406.4,0.0,0.0,74.0,55.0
244,Kansas,2006,14000.0,55,770000.0,246000.0,1.17,901000.0,Midwest,12961.0,3964.6,9406.4,0.0,0.0,26332.0,10489.0,3142.6,5469.7,0.0,0.0,91.0,50.0
245,Kansas,2004,14000.0,80,1120000.0,683000.0,1.18,1322000.0,Midwest,7479.3,10636.1,3575.9,20.2,0.0,21711.5,0.0,23.7,81.7,16.2,0.0,87.0,57.0
246,Kansas,2000,15000.0,68,1020000.0,520000.0,0.91,928000.0,Midwest,0.0,28.7,0.0,0.0,0.0,28.7,0.0,22.6,0.0,0.0,0.0,105.0,67.0
247,Kansas,1998,16000.0,46,736000.0,390000.0,0.87,640000.0,Midwest,0.0,20.1,0.0,0.0,0.0,20.1,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,56.25
248,Kansas,2005,16000.0,50,800000.0,328000.0,1.05,840000.0,Midwest,10489.0,3142.6,5469.7,0.0,0.0,19101.3,7479.3,10636.1,3575.9,20.2,0.0,78.0,80.0
249,Kansas,2003,16000.0,57,912000.0,447000.0,1.41,1286000.0,Midwest,0.0,23.7,81.7,16.2,0.0,121.6,0.0,10.2,98.1,0.0,0.0,75.0,52.0
250,Kansas,2002,17000.0,52,884000.0,407000.0,1.5,1326000.0,Midwest,0.0,10.2,98.1,0.0,0.0,108.3,0.0,46.9,0.0,0.0,0.0,96.0,51.0
251,Kansas,2013,6000.0,46,276000.0,39000.0,2.5,690000.0,Midwest,71506.6,29835.0,29067.0,0.0,0.0,130408.6,48739.6,37132.2,29558.4,0.0,0.0,69.0,55.0
252,Kansas,2012,6000.0,55,330000.0,125000.0,2.28,752000.0,Midwest,48739.6,37132.2,29558.4,0.0,0.0,115430.2,29542.7,19711.5,24384.9,0.0,0.0,71.0,44.0
253,Kansas,2011,7000.0,44,308000.0,117000.0,2.15,662000.0,Midwest,29542.7,19711.5,24384.9,0.0,0.0,73639.1,15132.8,22264.7,17974.1,0.0,0.0,91.0,52.0
254,Kansas,2016,7000.0,48,336000.0,54000.0,3.04,1021000.0,Midwest,0.0,2221.5,2408.3,0.0,0.0,4629.8,0.0,2238.9,2230.0,0.2,0.0,74.0,36.0
255,Kansas,2014,7000.0,75,525000.0,84000.0,2.38,1250000.0,Midwest,67757.5,46814.4,31315.3,0.3,0.0,145887.5,71506.6,29835.0,29067.0,0.0,0.0,69.0,46.0
256,Kansas,2017,7000.0,79,553000.0,260000.0,4.18,2312000.0,Midwest,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,0.0,2221.5,2408.3,0.0,0.0,78.0,48.0
257,Kansas,2015,8000.0,36,288000.0,107000.0,3.5,1008000.0,Midwest,0.0,2238.9,2230.0,0.2,0.0,4469.1,67757.5,46814.4,31315.3,0.3,0.0,86.0,75.0
258,Kansas,2010,9000.0,52,468000.0,103000.0,2.02,945000.0,Midwest,15132.8,22264.7,17974.1,0.0,0.0,55371.6,24430.8,8915.2,26354.2,0.0,0.0,77.0,63.0
259,Kansas,2009,9000.0,63,567000.0,164000.0,1.85,1049000.0,Midwest,24430.8,8915.2,26354.2,0.0,0.0,59700.2,18574.2,6267.3,11798.4,0.0,0.0,90.0,61.0
260,Kentucky,2013,3000.0,41,123000.0,17000.0,3.25,400000.0,South,32857.7,14255.7,4577.4,27.2,0.0,51718.0,19734.3,13952.5,6714.5,18.6,0.0,69.0,51.0
261,Kentucky,1999,3000.0,50,150000.0,12000.0,1.24,186000.0,South,0.0,4566.6,0.0,0.0,0.0,4566.6,0.0,3317.9,0.0,0.0,0.0,128.0,50.0
262,Kentucky,1998,3000.0,50,150000.0,51000.0,1.4,210000.0,South,0.0,3317.9,0.0,0.0,0.0,3317.9,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,50.0
263,Kentucky,2011,4000.0,39,156000.0,12000.0,3.17,495000.0,South,7982.0,16392.4,11304.4,32.7,0.0,35711.5,8732.8,16406.8,3748.7,21.6,0.0,91.0,67.0
264,Kentucky,2008,4000.0,39,156000.0,27000.0,2.44,381000.0,South,5241.4,5605.5,2053.5,36.4,0.0,12936.8,9675.1,2649.4,1569.6,30.7,0.0,74.0,61.0
265,Kentucky,2000,4000.0,48,192000.0,54000.0,1.35,259000.0,South,0.0,3284.7,0.0,0.0,0.0,3284.7,0.0,4566.6,0.0,0.0,0.0,105.0,50.0
266,Kentucky,2007,4000.0,61,244000.0,54000.0,2.12,517000.0,South,9675.1,2649.4,1569.6,30.7,0.0,13924.8,3652.4,4672.3,1422.8,60.9,1.1,74.0,56.0
267,Kentucky,2001,4000.0,78,312000.0,125000.0,1.41,440000.0,South,0.0,2705.4,0.0,0.0,0.0,2705.4,0.0,3284.7,0.0,0.0,0.0,115.0,48.0
