,year,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,nCLOTHIANIDIN,nIMIDACLOPRID,nTHIAMETHOXAM,nACETAMIPRID,nTHIACLOPRID,nAllNeonic,prevyear_nCLOTHIANIDIN,prevyear_nIMIDACLOPRID,prevyear_nTHIAMETHOXAM,prevyear_nACETAMIPRID,prevyear_nTHIACLOPRID,NorthDakota_PrevYear,prevyearyield,StateName_Alabama,StateName_Arizona,StateName_Arkansas,StateName_California,StateName_Colorado,StateName_Florida,StateName_Georgia,StateName_Hawaii,StateName_Idaho,StateName_Illinois,StateName_Indiana,StateName_Iowa,StateName_Kansas,StateName_Kentucky,StateName_Louisiana,StateName_Maine,StateName_Maryland,StateName_Michigan,StateName_Minnesota,StateName_Mississippi,StateName_Missouri,StateName_Montana,StateName_Nebraska,StateName_Nevada,StateName_New Jersey,StateName_New Mexico,StateName_New York,StateName_North Carolina,StateName_North Dakota,StateName_Ohio,StateName_Oklahoma,StateName_Oregon,StateName_Pennsylvania,StateName_South Carolina,StateName_South Dakota,StateName_Tennessee,StateName_Texas,StateName_Utah,StateName_Vermont,StateName_Virginia,StateName_Washington,StateName_West Virginia,StateName_Wisconsin,StateName_Wyoming,Region_Midwest,Region_Northeast,Region_South,Region_West
188,1998,120000.0,50,6000000.0,2220000.0,0.65,3900000.0,0.0,2116.3,0.0,0.0,0.0,2116.3,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,41.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189,2013,83000.0,32,2656000.0,1036000.0,2.02,5365000.0,4217.4,27564.6,7735.4,44.4,19.4,39581.2,3325.7,34000.0,5972.2,87.5,4.9,69.0,32.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,2011,87000.0,36,3132000.0,1879000.0,1.78,5575000.0,1157.6,25864.1,4727.0,108.7,27.6,31885.0,4288.3,19051.4,6740.8,143.4,36.7,91.0,27.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,2015,89000.0,32,2848000.0,1082000.0,1.93,5497000.0,0.3,20995.8,178.2,53.3,3.2,21230.8,6741.1,30798.5,5683.5,40.1,31.2,86.0,34.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,2008,90000.0,40,3600000.0,1440000.0,1.46,5256000.0,470.2,15855.1,1813.0,76.1,15.6,18230.0,60.6,9556.5,1220.5,67.5,18.6,74.0,41.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,2012,92000.0,32,2944000.0,530000.0,1.63,4799000.0,3325.7,34000.0,5972.2,87.5,4.9,43390.3,1157.6,25864.1,4727.0,108.7,27.6,71.0,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,2007,92000.0,41,3772000.0,1848000.0,1.15,4338000.0,60.6,9556.5,1220.5,67.5,18.6,10923.7,1186.8,5475.7,1106.5,157.1,2.8,74.0,44.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,2005,95000.0,37,3515000.0,1793000.0,0.8,2812000.0,99.1,3750.9,1607.9,117.0,23.0,5597.9,0.3,3398.2,973.4,133.9,60.7,78.0,63.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,2017,95000.0,44,4180000.0,1045000.0,1.79,7482000.0,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,1.1,16642.4,2278.5,115.6,0.0,78.0,34.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,2006,95000.0,44,4180000.0,2592000.0,0.97,4055000.0,1186.8,5475.7,1106.5,157.1,2.8,7928.9,99.1,3750.9,1607.9,117.0,23.0,91.0,37.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,2010,97000.0,27,2619000.0,1179000.0,1.61,4217000.0,4288.3,19051.4,6740.8,143.4,36.7,30260.6,2353.4,22734.0,3717.1,61.7,19.3,77.0,46.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,2016,97000.0,34,3298000.0,1253000.0,1.82,6002000.0,1.1,16642.4,2278.5,115.6,0.0,19037.6,0.3,20995.8,178.2,53.3,3.2,74.0,32.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,2016,10000.0,48,480000.0,77000.0,5.42,2602000.0,2.5,8139.3,2710.1,0.0,0.0,10851.9,17.1,6849.6,15849.1,80.9,0.0,74.0,51.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,2006,10000.0,66,660000.0,356000.0,2.14,1412000.0,39370.0,2538.7,8750.8,74.9,64.3,50798.7,47239.0,7969.5,4114.8,74.2,0.0,91.0,85.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
202,2017,11000.0,46,506000.0,167000.0,4.76,2409000.0,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,2.5,8139.3,2710.1,0.0,0.0,78.0,48.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
203,2001,6000.0,76,456000.0,251000.0,1.58,720000.0,0.0,650.8,0.0,0.0,0.0,650.8,0.0,416.4,0.0,0.0,0.0,115.0,61.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
204,2013,7000.0,48,336000.0,101000.0,4.19,1408000.0,222432.9,79582.5,31131.3,178.9,0.0,333325.6,212756.9,58895.9,38048.5,152.7,0.0,69.0,61.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,2011,7000.0,50,350000.0,98000.0,3.9,1365000.0,130241.7,66760.4,30175.8,98.2,0.0,227276.1,78975.3,74302.9,34804.7,24.5,0.0,91.0,41.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
206,2004,7000.0,55,385000.0,193000.0,1.86,716000.0,38467.5,7921.4,2068.2,456.9,110.5,49024.5,0.0,790.6,21.7,46.3,0.0,87.0,60.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
207,2003,7000.0,60,420000.0,252000.0,1.83,769000.0,0.0,790.6,21.7,46.3,0.0,858.6,0.0,293.7,15.7,0.0,0.0,75.0,80.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208,2012,7000.0,61,427000.0,145000.0,3.55,1516000.0,212756.9,58895.9,38048.5,152.7,0.0,309854.0,130241.7,66760.4,30175.8,98.2,0.0,71.0,50.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209,2009,8000.0,34,272000.0,57000.0,2.55,694000.0,87037.3,8471.3,33399.8,123.2,0.0,129031.6,83463.1,10470.0,17551.8,24.9,0.0,90.0,56.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
210,2014,8000.0,49,392000.0,94000.0,4.11,1611000.0,278498.8,85852.3,38568.4,92.1,0.0,403011.6,222432.9,79582.5,31131.3,178.9,0.0,69.0,48.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
211,2015,8000.0,51,408000.0,155000.0,4.66,1901000.0,17.1,6849.6,15849.1,80.9,0.0,22796.7,278498.8,85852.3,38568.4,92.1,0.0,86.0,49.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
212,2008,8000.0,56,448000.0,116000.0,2.59,1160000.0,83463.1,10470.0,17551.8,24.9,0.0,111509.8,59760.1,6555.4,14219.0,73.1,0.0,74.0,63.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
213,2000,8000.0,61,488000.0,146000.0,1.17,571000.0,0.0,416.4,0.0,0.0,0.0,416.4,0.0,231.0,0.0,0.0,0.0,105.0,66.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
214,2005,8000.0,85,680000.0,408000.0,1.84,1251000.0,47239.0,7969.5,4114.8,74.2,0.0,59397.5,38467.5,7921.4,2068.2,456.9,110.5,78.0,55.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215,2010,9000.0,41,369000.0,92000.0,2.78,1026000.0,78975.3,74302.9,34804.7,24.5,0.0,188107.4,87037.3,8471.3,33399.8,123.2,0.0,77.0,34.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
216,2007,9000.0,63,567000.0,374000.0,2.49,1412000.0,59760.1,6555.4,14219.0,73.1,0.0,80607.6,39370.0,2538.7,8750.8,74.9,64.3,74.0,66.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
217,1999,9000.0,66,594000.0,327000.0,1.15,683000.0,0.0,231.0,0.0,0.0,0.0,231.0,0.0,200.9,0.0,0.0,0.0,128.0,71.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
218,1998,9000.0,71,639000.0,204000.0,1.19,760000.0,0.0,200.9,0.0,0.0,0.0,200.9,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,58.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
219,2002,9000.0,80,720000.0,130000.0,1.47,1058000.0,0.0,293.7,15.7,0.0,0.0,309.4,0.0,650.8,0.0,0.0,0.0,96.0,76.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
220,2010,10000.0,43,430000.0,151000.0,2.23,959000.0,38671.5,50011.9,16785.9,30.8,13.7,105513.8,37115.0,13889.8,15124.8,76.8,19.8,77.0,32.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
221,1999,10000.0,81,810000.0,437000.0,0.9,729000.0,0.0,458.3,0.0,0.0,0.0,458.3,0.0,93.1,0.0,0.0,0.0,128.0,92.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,2003,5000.0,56,280000.0,78000.0,1.66,465000.0,0.0,441.8,69.0,65.5,0.0,576.3,0.0,255.7,30.2,0.0,0.0,75.0,62.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223,2014,5000.0,62,310000.0,115000.0,3.19,989000.0,149287.3,66659.6,18844.2,56.8,0.4,234848.3,123068.8,37155.9,23874.4,27.6,0.0,69.0,47.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
224,2013,6000.0,47,282000.0,82000.0,2.77,781000.0,123068.8,37155.9,23874.4,27.6,0.0,184126.7,108503.1,52850.4,19470.2,28.2,1.7,69.0,59.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225,2015,6000.0,53,318000.0,165000.0,3.23,1027000.0,7.1,2418.8,1287.9,38.3,0.0,3752.1,149287.3,66659.6,18844.2,56.8,0.4,86.0,62.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
226,2017,7000.0,48,336000.0,128000.0,3.94,1324000.0,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,6.4,1768.4,937.9,35.3,0.0,78.0,62.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,2006,7000.0,54,378000.0,125000.0,1.58,597000.0,28214.9,4295.6,10034.6,32.6,53.1,42630.8,39014.6,2692.9,6777.0,41.7,24.5,91.0,64.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,2004,7000.0,59,413000.0,145000.0,1.47,607000.0,18854.2,3633.8,2092.6,66.7,83.6,24730.9,0.0,441.8,69.0,65.5,0.0,87.0,56.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,2016,7000.0,62,434000.0,208000.0,3.46,1502000.0,6.4,1768.4,937.9,35.3,0.0,2748.0,7.1,2418.8,1287.9,38.3,0.0,74.0,53.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,2008,7000.0,67,469000.0,150000.0,1.68,788000.0,37050.8,2742.7,10810.1,20.2,18.6,50642.4,45215.8,7096.6,10117.2,40.6,10.2,74.0,53.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
231,2001,7000.0,76,532000.0,186000.0,0.92,489000.0,0.0,393.3,0.0,0.0,0.0,393.3,0.0,228.9,0.0,0.0,0.0,115.0,65.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
232,2011,8000.0,51,408000.0,147000.0,2.14,873000.0,56387.8,53736.8,15199.8,45.6,4.3,125374.3,38671.5,50011.9,16785.9,30.8,13.7,91.0,43.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233,2007,8000.0,53,424000.0,119000.0,1.5,636000.0,45215.8,7096.6,10117.2,40.6,10.2,62480.4,28214.9,4295.6,10034.6,32.6,53.1,74.0,54.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234,2012,8000.0,59,472000.0,203000.0,2.54,1199000.0,108503.1,52850.4,19470.2,28.2,1.7,180853.6,56387.8,53736.8,15199.8,45.6,4.3,71.0,51.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
235,2002,8000.0,62,496000.0,233000.0,1.19,590000.0,0.0,255.7,30.2,0.0,0.0,285.9,0.0,393.3,0.0,0.0,0.0,96.0,76.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
236,2005,8000.0,64,512000.0,189000.0,1.18,604000.0,39014.6,2692.9,6777.0,41.7,24.5,48550.7,18854.2,3633.8,2092.6,66.7,83.6,78.0,59.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
237,2000,8000.0,65,520000.0,286000.0,1.03,536000.0,0.0,228.9,0.0,0.0,0.0,228.9,0.0,458.3,0.0,0.0,0.0,105.0,81.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238,2009,9000.0,32,288000.0,101000.0,2.02,582000.0,37115.0,13889.8,15124.8,76.8,19.8,66226.2,37050.8,2742.7,10810.1,20.2,18.6,90.0,67.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
239,1998,9000.0,92,828000.0,489000.0,0.85,704000.0,0.0,93.1,0.0,0.0,0.0,93.1,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,59.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
240,2008,10000.0,61,610000.0,128000.0,1.55,946000.0,18574.2,6267.3,11798.4,0.0,0.0,36639.9,20029.0,1155.9,6636.6,0.0,235.3,74.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
241,2001,13000.0,51,663000.0,530000.0,0.96,636000.0,0.0,46.9,0.0,0.0,0.0,46.9,0.0,28.7,0.0,0.0,0.0,115.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
242,1999,13000.0,67,871000.0,854000.0,1.11,967000.0,0.0,22.6,0.0,0.0,0.0,22.6,0.0,20.1,0.0,0.0,0.0,128.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
243,2007,14000.0,40,560000.0,196000.0,1.18,661000.0,20029.0,1155.9,6636.6,0.0,235.3,28056.8,12961.0,3964.6,9406.4,0.0,0.0,74.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
244,2006,14000.0,55,770000.0,246000.0,1.17,901000.0,12961.0,3964.6,9406.4,0.0,0.0,26332.0,10489.0,3142.6,5469.7,0.0,0.0,91.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
245,2004,14000.0,80,1120000.0,683000.0,1.18,1322000.0,7479.3,10636.1,3575.9,20.2,0.0,21711.5,0.0,23.7,81.7,16.2,0.0,87.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
246,2000,15000.0,68,1020000.0,520000.0,0.91,928000.0,0.0,28.7,0.0,0.0,0.0,28.7,0.0,22.6,0.0,0.0,0.0,105.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
247,1998,16000.0,46,736000.0,390000.0,0.87,640000.0,0.0,20.1,0.0,0.0,0.0,20.1,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,56.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
248,2005,16000.0,50,800000.0,328000.0,1.05,840000.0,10489.0,3142.6,5469.7,0.0,0.0,19101.3,7479.3,10636.1,3575.9,20.2,0.0,78.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
249,2003,16000.0,57,912000.0,447000.0,1.41,1286000.0,0.0,23.7,81.7,16.2,0.0,121.6,0.0,10.2,98.1,0.0,0.0,75.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,2002,17000.0,52,884000.0,407000.0,1.5,1326000.0,0.0,10.2,98.1,0.0,0.0,108.3,0.0,46.9,0.0,0.0,0.0,96.0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
251,2013,6000.0,46,276000.0,39000.0,2.5,690000.0,71506.6,29835.0,29067.0,0.0,0.0,130408.6,48739.6,37132.2,29558.4,0.0,0.0,69.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
252,2012,6000.0,55,330000.0,125000.0,2.28,752000.0,48739.6,37132.2,29558.4,0.0,0.0,115430.2,29542.7,19711.5,24384.9,0.0,0.0,71.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
253,2011,7000.0,44,308000.0,117000.0,2.15,662000.0,29542.7,19711.5,24384.9,0.0,0.0,73639.1,15132.8,22264.7,17974.1,0.0,0.0,91.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
254,2016,7000.0,48,336000.0,54000.0,3.04,1021000.0,0.0,2221.5,2408.3,0.0,0.0,4629.8,0.0,2238.9,2230.0,0.2,0.0,74.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
255,2014,7000.0,75,525000.0,84000.0,2.38,1250000.0,67757.5,46814.4,31315.3,0.3,0.0,145887.5,71506.6,29835.0,29067.0,0.0,0.0,69.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
256,2017,7000.0,79,553000.0,260000.0,4.18,2312000.0,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,0.0,2221.5,2408.3,0.0,0.0,78.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,2015,8000.0,36,288000.0,107000.0,3.5,1008000.0,0.0,2238.9,2230.0,0.2,0.0,4469.1,67757.5,46814.4,31315.3,0.3,0.0,86.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
258,2010,9000.0,52,468000.0,103000.0,2.02,945000.0,15132.8,22264.7,17974.1,0.0,0.0,55371.6,24430.8,8915.2,26354.2,0.0,0.0,77.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
